Tag Code,Report Season,Location,latitude,longitude
ACMG304,2020,El Rosario,30.0595,115.7258
ACMG604,2020,El Rosario,30.0595,115.7258
ACMJ361,2020,El Rosario,30.0595,115.7258
ACML998,2020,El Rosario,30.0595,115.7258
ACMU206,2020,El Rosario,30.0595,115.7258
ACMU271,2020,El Rosario,30.0595,115.7258
ACMU489,2020,El Rosario,30.0595,115.7258
ACNB072,2020,El Rosario,30.0595,115.7258
ACNC505,2020,El Rosario,30.0595,115.7258
ACNC634,2020,El Rosario,30.0595,115.7258
ACNC999,2020,El Rosario,30.0595,115.7258
ACNE696,2020,El Rosario,30.0595,115.7258
ACNL045,2020,El Rosario,30.0595,115.7258
ACNR653,2020,El Rosario,30.0595,115.7258
ACNS308,2020,El Rosario,30.0595,115.7258
ACNS658,2020,El Rosario,30.0595,115.7258
ACNY831,2020,El Rosario,30.0595,115.7258
ACNZ357,2020,El Rosario,30.0595,115.7258
ACPB278,2020,El Rosario,30.0595,115.7258
ACPB889,2020,El Rosario,30.0595,115.7258
ACPE595,2020,El Rosario,30.0595,115.7258
ACPL142,2020,El Rosario,30.0595,115.7258
ACPM094,2020,El Rosario,30.0595,115.7258
ACPT733,2020,El Rosario,30.0595,115.7258
ACPW146,2020,El Rosario,30.0595,115.7258
ACPX670,2020,El Rosario,30.0595,115.7258
ACRA335,2020,El Rosario,30.0595,115.7258
ACRB745,2020,El Rosario,30.0595,115.7258
ACRE639,2020,El Rosario,30.0595,115.7258
ACRM166,2020,El Rosario,30.0595,115.7258
ACRS951,2020,El Rosario,30.0595,115.7258
ACRT327,2020,El Rosario,30.0595,115.7258
ACRY088,2020,El Rosario,30.0595,115.7258
ACRY509,2020,El Rosario,30.0595,115.7258
ACSB139,2020,El Rosario,30.0595,115.7258
ACSC310,2020,El Rosario,30.0595,115.7258
ACSC958,2020,El Rosario,30.0595,115.7258
CFO075,2020,El Rosario,30.0595,115.7258
CIC229,2020,El Rosario,30.0595,115.7258
HHG522,2020,El Rosario,30.0595,115.7258
HLM702,2020,El Rosario,30.0595,115.7258
OO087,2020,El Rosario,30.0595,115.7258
RLC111,2020,El Rosario,30.0595,115.7258
RNY637,2020,El Rosario,30.0595,115.7258
SRN058,2020,El Rosario,30.0595,115.7258
TLJ572,2020,El Rosario,30.0595,115.7258
TNM754,2020,El Rosario,30.0595,115.7258
TNN056,2020,El Rosario,30.0595,115.7258
UCZ198,2020,El Rosario,30.0595,115.7258
UHM980,2020,El Rosario,30.0595,115.7258
UJM710,2020,El Rosario,30.0595,115.7258
UMX447,2020,El Rosario,30.0595,115.7258
UPE557,2020,El Rosario,30.0595,115.7258
WCE234,2020,El Rosario,30.0595,115.7258
WEA065,2020,El Rosario,30.0595,115.7258
WEG718,2020,El Rosario,30.0595,115.7258
WEP507,2020,El Rosario,30.0595,115.7258
WGR583,2020,El Rosario,30.0595,115.7258
WGR615,2020,El Rosario,30.0595,115.7258
WGR684,2020,El Rosario,30.0595,115.7258
WGR685,2020,El Rosario,30.0595,115.7258
WHY176,2020,El Rosario,30.0595,115.7258
WJB907,2020,El Rosario,30.0595,115.7258
WLA905,2020,El Rosario,30.0595,115.7258
WPS914,2020,El Rosario,30.0595,115.7258
XEP594,2020,El Rosario,30.0595,115.7258
XTC711,2020,El Rosario,30.0595,115.7258
YAJ205,2020,El Rosario,30.0595,115.7258
YCG539,2020,El Rosario,30.0595,115.7258
YEB009,2020,El Rosario,30.0595,115.7258
YEW660,2020,El Rosario,30.0595,115.7258
YJZ939,2020,El Rosario,30.0595,115.7258
YLJ926,2020,El Rosario,30.0595,115.7258
YPR523,2020,El Rosario,30.0595,115.7258
YPZ135,2020,El Rosario,30.0595,115.7258
YTZ797,2020,El Rosario,30.0595,115.7258
YWC427,2020,El Rosario,30.0595,115.7258
YYB640,2020,El Rosario,30.0595,115.7258
ZBW423,2020,El Rosario,30.0595,115.7258
AAAB726,2019,El Rosario,30.0595,115.7258
AAAE030,2019,El Rosario,30.0595,115.7258
AAAE365,2019,El Rosario,30.0595,115.7258
AAAE442,2019,El Rosario,30.0595,115.7258
AAAM288,2019,El Rosario,30.0595,115.7258
AAAN572,2019,El Rosario,30.0595,115.7258
AAAR944,2019,El Rosario,30.0595,115.7258
AAAY110,2019,El Rosario,30.0595,115.7258
AABB444,2019,El Rosario,30.0595,115.7258
AABB627,2019,El Rosario,30.0595,115.7258
AABC971,2019,El Rosario,30.0595,115.7258
AABR229,2019,El Rosario,30.0595,115.7258
AACG223,2019,El Rosario,30.0595,115.7258
AACG553,2019,El Rosario,30.0595,115.7258
AACS158,2019,El Rosario,30.0595,115.7258
AAEA890,2019,El Rosario,30.0595,115.7258
AAEC336,2019,El Rosario,30.0595,115.7258
AAES259,2019,El Rosario,30.0595,115.7258
AAHB211,2019,El Rosario,30.0595,115.7258
AAJB219,2019,El Rosario,30.0595,115.7258
AAJB316,2019,El Rosario,30.0595,115.7258
AAJJ727,2019,El Rosario,30.0595,115.7258
AAJY343,2019,El Rosario,30.0595,115.7258
AAJZ454,2019,El Rosario,30.0595,115.7258
AALE279,2019,El Rosario,30.0595,115.7258
AALG445,2019,El Rosario,30.0595,115.7258
AALP158,2019,El Rosario,30.0595,115.7258
AALR710,2019,El Rosario,30.0595,115.7258
AAMJ209,2019,El Rosario,30.0595,115.7258
AAMS556,2019,El Rosario,30.0595,115.7258
AANA735,2019,El Rosario,30.0595,115.7258
AANA899,2019,El Rosario,30.0595,115.7258
AANL558,2019,El Rosario,30.0595,115.7258
AANT293,2019,El Rosario,30.0595,115.7258
AANT442,2019,El Rosario,30.0595,115.7258
AAPB328,2019,El Rosario,30.0595,115.7258
AAPB911,2019,El Rosario,30.0595,115.7258
AAPG389,2019,El Rosario,30.0595,115.7258
AAPH782,2019,El Rosario,30.0595,115.7258
AAST450,2019,El Rosario,30.0595,115.7258
AATH364,2019,El Rosario,30.0595,115.7258
AATJ115,2019,El Rosario,30.0595,115.7258
AATJ782,2019,El Rosario,30.0595,115.7258
AATL085,2019,El Rosario,30.0595,115.7258
AATL089,2019,El Rosario,30.0595,115.7258
AAUC159,2019,El Rosario,30.0595,115.7258
AAUE687,2019,El Rosario,30.0595,115.7258
