Date,Town,State/Province,Latitude,Longitude,Number
5/25/2021,Duluth,MN,46.9,-92.1,1
5/25/2021,Duluth,MN,46.8,-92.1,3
5/25/2021,Duluth,MN,46.8,-92.1,1
5/25/2021,Durand,WI,44.6,-92,1
5/25/2021,Dyer,IN,41.5,-87.5,1
5/25/2021,East Tawas,MI,44.3,-83.4,1
5/25/2021,Ely,MN,47.9,-91.9,1
5/25/2021,Ely,MN,47.9,-92,1
5/25/2021,Empire,MI,44.8,-86.1,1
5/25/2021,Fairmont,MN,43.6,-94.5,1
5/25/2021,Fond Du Lac,WI,43.8,-88.4,1
5/25/2021,Gastonia,NC,35.2,-81.2,1
5/25/2021,Germantown,WI,43.2,-88.1,1
5/25/2021,Grand Marais,MN,47.8,-90.2,1
5/25/2021,Grimsby,ON,43.2,-79.6,1
5/25/2021,Hamilton,ON,43.4,-80,1
5/25/2021,Hammond,WI,45,-92.5,1
5/25/2021,Hartford,WI,43.3,-88.4,1
5/25/2021,Hazleton,IA,42.6,-91.9,3
5/25/2021,Holt,MI,42.6,-84.5,1
5/25/2021,Houston,TX,29.8,-95.3,1
5/25/2021,Howell,MI,42.7,-84,1
5/25/2021,Kalamazoo,MI,42.3,-85.6,1
5/25/2021,Lac Du Flambeau,WI,46,-89.9,1
5/25/2021,Ladysmith,WI,45.5,-91.1,1
5/25/2021,Lafayette,LA,30.2,-92.1,1
5/25/2021,Lakeville,MN,44.6,-93.3,1
5/25/2021,Lewiston,NY,43.2,-79,1
5/25/2021,Lincoln,NE,40.8,-96.6,1
5/25/2021,London,ON,43,-81.3,1
5/25/2021,Madison,WI,43,-89.3,1
5/25/2021,Madison,WI,43,-89.5,1
5/25/2021,Madison,WI,43.1,-89.4,1
5/25/2021,Magnolia,OH,40.7,-81.3,1
5/25/2021,Marquette,IA,43,-91.2,1
5/25/2021,Marquette,MI,46.5,-87.4,1
5/25/2021,Merrill,WI,45.2,-89.7,3
5/25/2021,Midland,ON,44.7,-79.9,1
5/25/2021,Milton,ON,43.5,-79.9,1
5/25/2021,Milwaukee,WI,43,-88,1
5/25/2021,Milwaukee,WI,43.1,-87.9,1
5/25/2021,Milwaukee,WI,43.1,-88,1
5/25/2021,Minneapolis,MN,45,-93.3,2
5/25/2021,Minneola,KS,37.5,-100.1,11
5/25/2021,Monona,IA,43,-91.4,1
5/25/2021,Neebing,ON,48,-89.5,1
5/25/2021,Neebing,ON,48.1,-89.6,3
5/25/2021,Newark,DE,39.6,-75.7,1
5/25/2021,North Middlesex,ON,43.2,-81.7,1
5/25/2021,Northern Bruce Peninsula,ON,45.2,-81.6,1
5/25/2021,Oro-Medonte,ON,44.5,-79.4,1
5/25/2021,Oshkosh,WI,44,-88.5,1
5/25/2021,Oshtemo Twp,MI,42.3,-85.7,1
5/25/2021,Overland Park,KS,39,-94.7,1
5/25/2021,Park Rapids,MN,46.9,-95.1,1
5/25/2021,Peshtigo,WI,45.1,-87.8,1
5/25/2021,Phoenix,AZ,33.7,-112.2,1
5/25/2021,Ridgewood,NJ,41,-74.1,1
5/25/2021,Rochester,MN,44,-92.5,1
5/25/2021,Rockford,IL,42.4,-89.1,2
5/25/2021,Sauk City,WI,43.3,-89.7,1
5/25/2021,Shuniah,ON,48.5,-89,1
5/25/2021,Shuniah,ON,48.5,-89,1
5/25/2021,Sioux Narrows-Nestor Falls,ON,49.4,-94.1,0
5/25/2021,Sioux Narrows-Nestor Falls,ON,49.4,-94.1,0
5/25/2021,Spirit Lake,IA,43.4,-95.1,1
5/25/2021,Superior,WI,46.7,-92.1,1
5/25/2021,Thunder Bay,ON,48.4,-89.3,1
5/25/2021,Town of Curran,WI,44.3,-91.1,2
5/25/2021,Town of Hawthorne,WI,46.5,-91.8,1
5/25/2021,Two Harbors,MN,47,-91.7,2
5/25/2021,Victoria,MN,44.9,-93.7,1
5/25/2021,Virginia,MN,47.5,-92.6,1
5/25/2021,Washburn,WI,46.7,-90.9,1
5/25/2021,Waynesville,OH,39.5,-84.1,2
5/25/2021,West,TX,31.8,-97.1,1
5/25/2021,West,TX,31.8,-97.1,1
5/25/2021,Willis,MI,42.1,-83.6,2
5/25/2021,Winkler,MB,49.2,-97.9,1
5/25/2021,Winnipeg,MB,50,-97.1,0
5/24/2021,Aitkin,MN,46.4,-93.5,2
5/24/2021,Amherst,WI,44.4,-89.3,1
5/24/2021,Arlington Heights,IL,42.1,-88,1
5/24/2021,Ashfield-Colborne-Wawanosh,ON,43.8,-81.6,1
5/24/2021,Baraboo,WI,43.6,-89.7,1
5/24/2021,Bayfield,WI,46.8,-90.8,2
5/24/2021,Berwyn,IL,41.8,-87.8,3
5/24/2021,Berwyn,IL,41.8,-87.8,1
5/24/2021,Berwyn,IL,41.8,-87.8,1
5/24/2021,Boone,IA,42,-94,1
5/24/2021,Boulder Junction,WI,46.2,-89.6,1
5/24/2021,Boulder Junction,WI,46.2,-89.6,1
5/24/2021,Boulder Junction,WI,46.2,-89.6,1
5/24/2021,Brainerd,MN,46.4,-94.2,1
5/24/2021,Cedar Rapids,IA,42.1,-91.6,1
5/24/2021,Central Huron,ON,43.6,-81.5,1
5/24/2021,Chippewa Falls,WI,44.9,-91.3,1
5/24/2021,Conover,WI,46.1,-89.3,1
5/24/2021,Crystal Lake,IL,42.2,-88.3,1
5/24/2021,De Pere,WI,44.4,-88,1
5/24/2021,East Jordan,MI,45.1,-85.1,1
5/24/2021,Eau Claire,WI,44.7,-91.5,1
5/24/2021,Edgerton,WI,42.8,-89.2,1
5/24/2021,Elmhurst,IL,41.9,-87.9,1
5/24/2021,Fargo,ND,46.9,-96.9,1
5/24/2021,Fenelton,PA,40.9,-79.7,1
5/24/2021,Fertile,MN,47.6,-96.3,1
5/24/2021,Fertile,MN,47.6,-96.2,1
5/24/2021,Forest Lake,MN,45.3,-92.9,1
5/24/2021,Glen Haven,WI,42.8,-91.1,1
5/24/2021,Greensburg,IN,39.3,-85.4,1
5/24/2021,Guelph/Eramosa,ON,43.6,-80.1,1
5/24/2021,Hancock,MI,47.1,-88.6,1
5/24/2021,Horicon,WI,43.5,-88.6,1
5/24/2021,Hudson,WI,45,-92.7,1
5/24/2021,Hurley,WI,46.5,-90.2,1
5/24/2021,Indianapolis,IN,39.8,-86.1,1
5/24/2021,Ironton,MN,46.4,-94,3
5/24/2021,Jamestown,ND,46.9,-98.6,1
5/24/2021,Janesville,MN,44.1,-93.8,1
5/24/2021,Janesville,MN,44.1,-93.8,1
5/24/2021,Kansas City,MO,39.2,-94.6,1
5/24/2021,Kansas City,MO,39.2,-94.6,1
5/24/2021,Kenora,ON,49.9,-94.4,1
5/24/2021,Kenora,ON,49.7,-94.3,0
5/24/2021,Lakeland,MN,44.9,-92.8,1
5/24/2021,Lakeshore,ON,42.3,-82.5,1
5/24/2021,Mabel,MN,43.5,-91.9,1
5/24/2021,Madison,WI,43.1,-89.3,1
5/24/2021,Madison,WI,43,-89.5,1
5/24/2021,Madison,WI,43.1,-89.3,1
5/24/2021,Maple Grove,MN,45.1,-93.5,1
5/24/2021,Maple Grove,MN,45.1,-93.5,1
5/24/2021,Marion,IA,42.1,-91.5,2
5/24/2021,Marquette,MI,46.5,-87.4,3
5/24/2021,Mcfarland,WI,43,-89.3,1
5/24/2021,Mcfarland,WI,43,-89.3,1
5/24/2021,Meaford,ON,44.6,-80.9,1
5/24/2021,Mercer,WI,46.2,-90.1,1
5/24/2021,Minneapolis,MN,45.2,-93.3,1
5/24/2021,Minneapolis,MN,45,-93.2,1
5/24/2021,Minneapolis,MN,45,-93.2,1
5/24/2021,Minneapolis,MN,44.9,-93.3,1
5/24/2021,Moose Lake,MN,46.5,-92.8,2
5/24/2021,Mount Horeb,WI,43,-89.7,1
5/24/2021,Muskegon,MI,43.2,-86.3,1
5/24/2021,Neenah,WI,44.2,-88.5,1
5/24/2021,Newton,WI,44,-87.7,4
5/24/2021,Norfolk,ON,42.6,-80.6,1
5/24/2021,Norfolk,ON,42.6,-80.6,1
5/24/2021,Oro-Medonte,ON,44.5,-79.7,1
5/24/2021,Osseo,MN,45.1,-93.5,1
5/24/2021,Pequot Lakes,MN,46.6,-94.2,1
5/24/2021,Phoenix,AZ,33.4,-112.1,1
5/24/2021,Port Hope,ON,43.9,-78.3,2
5/24/2021,Port Wing,WI,46.8,-91.4,2
5/24/2021,Pulaski,PA,41.1,-80.4,1
5/24/2021,Red Wing,MN,44.6,-92.6,1
5/24/2021,Reedsburg,WI,43.6,-90,1
5/24/2021,Rideau Lakes,ON,44.6,-76.4,1
5/24/2021,Ripon,WI,43.8,-88.9,1
5/24/2021,Rochester,MN,44,-92.4,2
5/24/2021,Roseau,MN,48.8,-95.8,2
5/24/2021,Saint Paul,MN,45.1,-93,1
5/24/2021,Saint Paul,MN,44.9,-93.2,1
5/24/2021,Sedro Woolley,WA,48.5,-122.1,1
5/24/2021,Shullsburg,WI,42.5,-90.3,1
5/24/2021,Shullsburg,WI,42.5,-90.3,1
5/24/2021,South Beloit,IL,42.5,-89,1
5/24/2021,Springfield,IL,39.7,-89.7,1
5/24/2021,Springwater,ON,44.4,-79.8,3
5/24/2021,Springwater,ON,44.4,-79.8,3
5/24/2021,Springwater,ON,44.4,-79.8,3
5/24/2021,St Andrews,MB,50.1,-97,0
5/24/2021,Sterling Heights,MI,42.6,-83,1
5/24/2021,Sunset Beach,CA,33.7,-118.1,3
5/24/2021,Thief River Falls,MN,48.1,-96.4,1
5/24/2021,Thunder Bay,ON,48.3,-89.4,1
5/24/2021,Tiny,ON,44.7,-80.1,1
5/24/2021,Tiny,ON,44.7,-80.1,1
5/24/2021,Toronto,ON,43.8,-79.2,1
5/24/2021,Toronto,ON,43.8,-79.2,1
5/24/2021,Town of Arlington,WI,43.3,-89.4,1
5/24/2021,Town of Bovina,WI,44.4,-88.6,1
5/24/2021,Town of Cedar Lake,WI,45.6,-91.6,3
5/24/2021,Town of Lebanon,WI,44.4,-88.9,1
5/24/2021,Town of Roosevelt,WI,45.7,-92.1,1
5/24/2021,Town of Seymour,WI,44.5,-88.3,1
5/24/2021,Town of Webb Lake,WI,46,-92.2,1
5/24/2021,Trempealeau,WI,44,-91.4,1
5/24/2021,Tucson,AZ,32.2,-111,0
5/24/2021,Tweed,ON,44.5,-77.2,1
5/24/2021,Two Harbors,MN,47.1,-91.5,2
5/24/2021,Uxbridge,ON,44.2,-79.3,1
5/24/2021,Washington Court House,OH,39.5,-83.4,1
5/24/2021,Waterloo,ON,43.5,-80.6,1
5/24/2021,Wendover,UT,39.8,-113.4,1
5/24/2021,West Bend,WI,43.4,-88.2,1
5/24/2021,West Bend,WI,43.4,-88.2,1
5/24/2021,West Chicago,IL,41.9,-88.2,1
5/24/2021,Willowbrook,IL,41.8,-87.9,1
5/24/2021,Woodridge,IL,41.8,-88.1,1
5/24/2021,Xenia,OH,39.7,-83.9,1
5/23/2021,Alderson,WV,37.7,-80.7,1
5/23/2021,Altoona,IA,41.7,-93.5,1
5/23/2021,Ames,IA,42,-93.6,1
5/23/2021,Appleton,WI,44.3,-88.4,1
5/23/2021,Archbold,OH,41.5,-84.3,1
5/23/2021,Bakersville,NC,36,-82.1,2
5/23/2021,Barrie,ON,44.4,-79.7,1
5/23/2021,Beloit,WI,42.5,-89,1
5/23/2021,Benton,WI,42.6,-90.4,1
5/23/2021,Britton,SD,45.8,-97.6,1
5/23/2021,Broadview Heights,OH,41.3,-81.7,1
5/23/2021,Burton,OH,41.4,-81.2,1
5/23/2021,Carmel,IN,40,-86.1,1
5/23/2021,Chanute,KS,37.6,-95.5,2
5/23/2021,Chardon,OH,41.6,-81.2,1
5/23/2021,Conde,SD,45.2,-98.1,1
5/23/2021,Dallas Center,IA,41.7,-94,2
5/23/2021,Dawson,MN,44.9,-96.1,1
5/23/2021,Delafield,WI,43,-88.4,1
5/23/2021,Dover,DE,39.2,-75.6,1
5/23/2021,Eastman,WI,43.2,-91.1,1
5/23/2021,Eden Prairie,MN,44.9,-93.5,1
5/23/2021,Evanston,IL,42.1,-87.7,1
5/23/2021,Excelsior,MN,44.9,-93.6,1
5/23/2021,Glenwood,IA,41,-95.7,2
5/23/2021,Glenwood,IA,41,-95.7,2
5/23/2021,Hammond,IN,41.6,-87.5,1
5/23/2021,Haviland,OH,41,-84.6,1
5/23/2021,High Point,NC,36,-80,1
5/23/2021,Indianapolis,IN,39.7,-86.1,1
5/23/2021,Indianapolis,IN,39.7,-86.1,1
5/23/2021,Johnston,IA,41.7,-93.7,1
5/23/2021,Jordan,MN,44.6,-93.5,1
5/23/2021,Kansas City,MO,39,-94.6,1
5/23/2021,Lake Park,MN,46.7,-96.1,1
5/23/2021,Lancaster,PA,40.1,-76.4,1
5/23/2021,Latham,OH,39.1,-83.3,1
5/23/2021,Lindstrom,MN,45.4,-92.8,1
5/23/2021,Lowell,IN,41.3,-87.4,1
5/23/2021,Madison,WI,43.1,-89.4,1
5/23/2021,Madison,WI,43.2,-89.4,1
5/23/2021,Madison,WI,43.1,-89.3,1
5/23/2021,Madison,WI,43.1,-89.3,1
5/23/2021,Mazomanie,WI,43.2,-89.8,1
5/23/2021,Mazomanie,WI,43.2,-89.7,1
5/23/2021,Medina,OH,41.2,-81.8,1
5/23/2021,Milwaukee,WI,43.1,-87.9,1
5/23/2021,Minneapolis,MN,44.9,-93.3,2
5/23/2021,Minneapolis,MN,44.9,-93.3,2
5/23/2021,Minneapolis,MN,45,-93.3,1
5/23/2021,Minneapolis,MN,45,-93.3,1
5/23/2021,Monroe,MI,41.9,-83.4,1
5/23/2021,Morgantown,WV,39.6,-80,1
5/23/2021,Mount Vernon,IA,41.9,-91.5,1
5/23/2021,Northwood,NH,43.2,-71.2,2
5/23/2021,Omaha,NE,41.2,-96.1,1
5/23/2021,Port Allegany,PA,41.7,-78.3,1
5/23/2021,Port Hope,ON,44,-78.3,1
5/23/2021,Prince Edward,ON,43.9,-77.1,1
5/23/2021,Royal Oak,MI,42.5,-83.1,1
5/23/2021,Saint Cloud,MN,45.5,-94.1,0
5/23/2021,Saint Paul,MN,44.9,-93.1,1
5/23/2021,Saint Paul,MN,44.9,-93.2,2
5/23/2021,Savage,MN,44.8,-93.4,1
5/23/2021,Springfield,IL,39.7,-89.6,1
5/23/2021,Thunder Bay District,ON,48.6,-86.3,1
5/23/2021,Town of Prairie du Sac,WI,43.3,-89.8,7
5/23/2021,Twin Lake,MI,43.3,-86.1,2
5/23/2021,Walworth,WI,42.5,-88.6,1
5/23/2021,Wasaga Beach,ON,44.5,-80,1
5/23/2021,White Plains,NY,41,-73.8,1
5/23/2021,Zimmerman,MN,45.4,-93.6,1
5/22/2021,Appleton,WI,44.3,-88.4,2
5/22/2021,Arlington,WI,43.3,-89.3,1
5/22/2021,Ashland,WI,46.6,-90.9,1
5/22/2021,Aurora,MN,47.4,-92.2,1
5/22/2021,Austin,MN,43.7,-93,1
5/22/2021,Auxvasse,MO,39,-91.9,1
5/22/2021,Auxvasse,MO,39,-91.9,1
5/22/2021,Baraboo,WI,43.5,-89.7,0
5/22/2021,Barrington,IL,42.2,-88.2,1
5/22/2021,Bassett,NE,42.6,-99.5,1
5/22/2021,Bement,IL,39.9,-88.6,1
5/22/2021,Bloomington,IN,39.3,-86.5,1
5/22/2021,Boyne Falls,MI,45.2,-84.9,1
5/22/2021,Brookings,SD,44.3,-96.8,1
5/22/2021,Brookings,SD,44.3,-96.8,1
5/22/2021,Brookings,SD,44.3,-96.8,1
5/22/2021,Brookings,SD,44.3,-96.8,1
5/22/2021,Burlington,WI,42.7,-88.3,2
5/22/2021,Cedar Falls,IA,42.5,-92.4,2
5/22/2021,Center Line,MI,42.5,-83,1
5/22/2021,Chicago,IL,42,-87.7,1
5/22/2021,Chicago,IL,42,-87.7,1
5/22/2021,Chicago,IL,42,-87.7,1
5/22/2021,Chicago,IL,42,-87.7,1
5/22/2021,Chicago,IL,42,-87.7,1
5/22/2021,Chicago,IL,41.7,-87.7,1
5/22/2021,Cologne,MN,44.8,-93.8,1
5/22/2021,Cushing,WI,45.6,-92.7,1
5/22/2021,Danbury,WI,46.1,-92.1,1
5/22/2021,Dayton,OH,39.8,-84.1,1
5/22/2021,Dayton,OH,39.6,-84.1,1
5/22/2021,Dayton,OH,39.7,-84.1,0
5/22/2021,Dodgeville,WI,43,-90.1,1
5/22/2021,Duluth,MN,46.7,-92.2,1
5/22/2021,East Tawas,MI,44.3,-83.5,1
5/22/2021,Eau Claire,WI,44.9,-91.5,1
5/22/2021,Eau Claire,WI,44.8,-91.5,1
5/22/2021,Falmouth,MI,44.2,-85.1,1
5/22/2021,Fish Creek,WI,45.1,-87.2,1
5/22/2021,Greater Sudbury,ON,46.5,-81,1
5/22/2021,Grosse Pointe,MI,42.4,-82.9,1
5/22/2021,Gwinn,MI,46.3,-87.4,1
5/22/2021,Hessel,MI,46,-84.4,1
5/22/2021,Hinsdale,IL,41.8,-87.9,1
5/22/2021,Houghton,MI,47.1,-88.6,1
5/22/2021,Kasson,MN,44,-92.7,1
5/22/2021,Lindsey,OH,41.4,-83.2,1
5/22/2021,Little Falls,MN,46,-94.5,2
5/22/2021,Louisville,KY,38.2,-85.8,1
5/22/2021,Lowell,IN,41.3,-87.4,1
5/22/2021,Madison,WI,43.1,-89.3,1
5/22/2021,Madison,WI,43.1,-89.4,1
5/22/2021,Madison,WI,43.1,-89.4,1
5/22/2021,Madison,WI,43.1,-89.3,1
5/22/2021,Manistique,MI,46,-86.3,2
5/22/2021,Mason City,IA,43.2,-93.2,1
5/22/2021,Middletown,MD,39.5,-77.6,1
5/22/2021,Milwaukee,WI,43.2,-87.9,2
5/22/2021,Milwaukee,WI,43.1,-88,1
5/22/2021,Milwaukee,WI,43,-87.9,1
5/22/2021,Milwaukee,WI,43,-88.1,1
5/22/2021,Milwaukee,WI,43,-88,3
5/22/2021,Milwaukee,WI,43,-88,3
5/22/2021,Milwaukee,WI,43,-88,1
5/22/2021,Minneapolis,MN,45,-93.2,1
5/22/2021,Minneapolis,MN,44.9,-93.2,1
5/22/2021,Minneapolis,MN,45,-93.4,1
5/22/2021,Minneapolis,MN,44.9,-93.2,1
5/22/2021,Minneapolis,MN,44.9,-93.2,2
5/22/2021,Minneapolis,MN,45,-93.2,1
5/22/2021,Minneapolis,MN,45,-93.4,1
5/22/2021,Minneapolis,MN,44.9,-93.3,1
5/22/2021,Minneapolis,MN,45,-93.2,1
5/22/2021,Minnetonka,MN,44.9,-93.5,1
5/22/2021,Moundridge,KS,38.2,-97.6,1
5/22/2021,Niobrara,NE,42.8,-98.1,1
5/22/2021,Norwich,ON,42.9,-80.6,1
5/22/2021,Oak Park,IL,41.9,-87.8,0
5/22/2021,Omaha,NE,41.3,-96.1,3
5/22/2021,Ontonagon,MI,46.8,-89.8,4
5/22/2021,Osceola,WI,45.3,-92.6,2
5/22/2021,Painesville,OH,41.8,-81.3,1
5/22/2021,Paw Paw,MI,42.2,-86,1
5/22/2021,Pine City,MN,45.8,-93,2
5/22/2021,Reading,MI,41.9,-84.8,1
5/22/2021,Red Wing,MN,44.6,-92.6,1
5/22/2021,Reedsburg,WI,43.5,-90,1
5/22/2021,Rochester,MN,44.1,-92.5,1
5/22/2021,Saint Paul,MN,45,-93.1,1
5/22/2021,Saint Paul,MN,44.8,-93.1,1
5/22/2021,Sauk Centre,MN,45.8,-95,1
5/22/2021,Scandinavia,WI,44.5,-89.2,1
5/22/2021,Sewickley,PA,40.5,-80.2,1
5/22/2021,Sheboygan,WI,43.8,-87.7,2
5/22/2021,Sherwood,WI,44.2,-88.3,1
5/22/2021,Sherwood,WI,44.2,-88.3,1
5/22/2021,Silver Bay,MN,47.4,-91.2,2
5/22/2021,Stacy,MN,45.4,-93.1,1
5/22/2021,Taylorville,IL,39.5,-89.2,1
5/22/2021,Toronto,ON,43.7,-79.2,1
5/22/2021,Town of Barksdale,WI,46.6,-91,1
5/22/2021,Town of Bovina,WI,44.4,-88.6,1
5/22/2021,Town of Brussels,WI,44.7,-87.6,1
5/22/2021,Town of Marilla,NY,42.8,-78.6,0
5/22/2021,Town of Worcester,WI,45.7,-90.4,1
5/22/2021,Town of Wyocena,WI,43.5,-89.2,2
5/22/2021,Trego,WI,45.9,-91.8,1
5/22/2021,Valparaiso,IN,41.5,-87.1,1
5/22/2021,Virginia Beach,VA,36.8,-76.2,1
5/22/2021,West Milton,OH,39.9,-84.3,1
5/22/2021,West Olive,MI,42.9,-86.2,1
5/22/2021,Westport,PA,41.3,-77.9,1
5/22/2021,Willard,MO,37.4,-93.4,1
5/21/2021,Akron,NY,43.1,-78.6,1
5/21/2021,Ames,IA,42,-93.6,1
5/21/2021,Ames,IA,42,-93.6,1
5/21/2021,Antioch,IL,42.4,-88.1,1
5/21/2021,Antwerp,OH,41.2,-84.7,1
5/21/2021,Bayfield,WI,46.8,-90.8,2
5/21/2021,Bloomfield,CT,41.8,-72.8,1
5/21/2021,Boone,IA,42,-93.8,4
5/21/2021,Boone,IA,42,-93.8,4
5/21/2021,Boone,IA,42,-93.8,4
5/21/2021,Boone,IA,42,-93.8,4
5/21/2021,Byron,MN,44.1,-92.7,1
5/21/2021,Cambridge,WI,43,-89,1
5/21/2021,Cazenovia,WI,43.5,-90.2,0
5/21/2021,Cedar Rapids,IA,42.1,-91.7,0
5/21/2021,Chatham-Kent,ON,42.4,-82.2,1
5/21/2021,Chicago,IL,41.7,-87.7,1
5/21/2021,Cottage Grove,WI,43,-89.2,1
5/21/2021,Currie,MN,44.1,-95.7,1
5/21/2021,Decorah,IA,43.5,-91.8,1
5/21/2021,Eaton,OH,39.8,-84.6,1
5/21/2021,Eau Claire,PA,41.1,-79.8,1
5/21/2021,Eau Claire,WI,44.8,-91.5,1
5/21/2021,Elk River,MN,45.4,-93.5,1
5/21/2021,Emily,MN,46.7,-94,2
5/21/2021,Fairfax,MN,44.5,-94.7,1
5/21/2021,Faribault,MN,44.3,-93.3,2
5/21/2021,Ferrysburg,MI,43.1,-86.2,1
5/21/2021,Ferrysburg,MI,43.1,-86.2,1
5/21/2021,Flandreau,SD,44.1,-96.6,1
5/21/2021,Fremont,OH,41.3,-83.1,1
5/21/2021,Glen Ellyn,IL,41.9,-88.1,1
5/21/2021,Grand Island,NE,41,-98.4,1
5/21/2021,Grand Rapids,MN,47.2,-93.5,1
5/21/2021,Grand View,WI,46.4,-91.1,3
5/21/2021,Grand View,WI,46.4,-91.1,3
5/21/2021,Gulliver,MI,46.1,-86.1,1
5/21/2021,Harrisville,MI,44.7,-83.3,1
5/21/2021,Hinton,IA,42.6,-96.2,1
5/21/2021,Hudson,WI,45,-92.7,1
5/21/2021,Hugo,MN,45.2,-93,1
5/21/2021,Ironwood,MI,46.5,-90.2,1
5/21/2021,Itasca,IL,42,-88,1
5/21/2021,Joliet,IL,41.5,-88.1,1
5/21/2021,Kalamazoo,MI,42.3,-85.6,1
5/21/2021,Kewaunee,WI,44.4,-87.6,1
5/21/2021,La Crescent,MN,43.8,-91.4,1
5/21/2021,La Crosse,WI,43.8,-91.2,1
5/21/2021,Lakeville,MN,44.7,-93.3,1
5/21/2021,Lansing,MI,42.7,-84.6,1
5/21/2021,Lincoln,NE,40.7,-96.7,1
5/21/2021,Lincoln,NE,40.8,-96.7,2
5/21/2021,Litchfield,MN,45,-94.6,1
5/21/2021,Little Falls,MN,46,-94.4,1
5/21/2021,Little Falls,MN,46,-94.4,1
5/21/2021,Lovettsville,VA,39.3,-77.6,1
5/21/2021,Lunenburg Municipal District,NS,44.5,-64.3,1
5/21/2021,Madison,WI,43.1,-89.4,1
5/21/2021,Mankato,MN,44.2,-94,1
5/21/2021,Marion,IA,42.1,-91.5,1
5/21/2021,Mason City,IA,43.2,-93.1,1
5/21/2021,Mc Millan,MI,46.3,-85.7,1
5/21/2021,Mendota,MN,44.9,-93.2,1
5/21/2021,Milwaukee,WI,43,-88.1,1
5/21/2021,Milwaukee,WI,43,-88,1
5/21/2021,Milwaukee,WI,43.1,-87.9,2
5/21/2021,Milwaukee,WI,43,-87.9,1
5/21/2021,Minneapolis,MN,44.9,-93.3,2
5/21/2021,Minneapolis,MN,44.9,-93.3,1
5/21/2021,Minneapolis,MN,44.8,-93.3,1
5/21/2021,Minneapolis,MN,44.8,-93.3,5
5/21/2021,Minneapolis,MN,44.9,-93.3,1
5/21/2021,Minneapolis,MN,45.2,-93.3,1
5/21/2021,Minneapolis,MN,45,-93.2,1
5/21/2021,Minneapolis,MN,44.9,-93.3,1
5/21/2021,Minnetonka,MN,44.9,-93.5,1
5/21/2021,Minnetonka,MN,44.9,-93.5,1
5/21/2021,Mission,KS,39,-94.6,1
5/21/2021,Mount Pleasant,MI,43.6,-84.7,1
5/21/2021,Naperville,IL,41.7,-88.2,1
5/21/2021,Naperville,IL,41.7,-88.1,1
5/21/2021,Newburg,MD,38.4,-77,1
5/21/2021,Oliver Paipoonge,ON,48.4,-89.4,1
5/21/2021,Oshawa,ON,43.9,-78.8,1
5/21/2021,Palisade,MN,46.6,-93.4,1
5/21/2021,River Falls,WI,44.9,-92.6,1
5/21/2021,Rochester,MN,44.1,-92.5,1
5/21/2021,Rochester,MN,44,-92.4,1
5/21/2021,Rochester,MN,44,-92.4,1
5/21/2021,Saint Paul,MN,44.9,-93.1,1
5/21/2021,Saint Paul,MN,44.9,-93.1,1
5/21/2021,Shakopee,MN,44.8,-93.5,1
5/21/2021,Stillwater,MN,45,-92.8,1
5/21/2021,Stillwater,MN,45,-92.8,1
5/21/2021,Stillwater,MN,45.1,-92.8,2
5/21/2021,Thames Centre,ON,43,-81.1,1
5/21/2021,Thames Centre,ON,43,-81.1,1
5/21/2021,Thames Centre,ON,43,-81.1,1
5/21/2021,Tiffin,IA,41.7,-91.7,1
5/21/2021,Town of Grantsburg,WI,45.8,-92.7,1
5/21/2021,Town of Sand Lake,WI,45.8,-91.5,4
5/21/2021,Utica,IL,41.4,-89,1
5/21/2021,Waterloo,WI,43.1,-88.9,1
5/21/2021,Waukesha,WI,43,-88.2,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Windsor Heights,IA,41.6,-93.7,1
5/21/2021,Young America,MN,44.8,-93.9,1
5/20/2021,Ames,IA,42,-93.6,2
5/20/2021,Appleton,WI,44.3,-88.4,1
5/20/2021,Aurora,NE,40.9,-98,1
5/20/2021,Aurora,NE,40.9,-98,1
5/20/2021,Bardstown,KY,37.9,-85.5,1
5/20/2021,Bassett,NE,42.6,-99.5,1
5/20/2021,Battle Creek,MI,42.3,-85.2,1
5/20/2021,Beaver Island,MI,45.7,-85.5,1
5/20/2021,Bird Island,MN,44.8,-94.9,3
5/20/2021,Bloomington,IL,40.5,-89,3
5/20/2021,Calimesa,CA,34,-117,1
5/20/2021,Chicago,IL,42,-87.7,1
5/20/2021,Crystal Lake,IL,42.3,-88.3,1
5/20/2021,Davenport,IA,41.6,-90.5,2
5/20/2021,Deerfield,WI,43.1,-89.1,1
5/20/2021,Dexter,IA,41.5,-94.2,1
