Date,Town,State/Province,Latitude,Longitude,Number
7/5/2021,Plainfield,NH,43.6,-72.4,1
7/5/2021,Rochester,NY,43.1,-77.6,1
7/5/2021,Santa Fe,NM,35.6,-106.1,3
7/5/2021,Springfield,MA,42.1,-72.5,2
7/5/2021,Terre Haute,IN,39.5,-87.4,1
7/5/2021,White Plains,NY,41,-73.8,1
7/5/2021,York,PA,39.9,-76.7,2
7/4/2021,Barrington,NH,43.2,-71.1,1
7/4/2021,Canton,OH,40.8,-81.4,2
7/4/2021,Cincinnati,OH,39.2,-84.5,2
7/4/2021,Columbus,OH,40.1,-83,1
7/4/2021,Eagle,NE,40.8,-96.4,1
7/4/2021,East Mc Keesport,PA,40.4,-79.8,1
7/4/2021,Ellsworth,ME,44.5,-68.4,1
7/4/2021,Gomer,OH,40.8,-84.2,1
7/4/2021,Greenwich,NY,43.2,-73.4,2
7/4/2021,Mansfield,OH,40.7,-82.5,1
7/4/2021,Marietta,NY,42.9,-76.3,1
7/4/2021,Mystic,CT,41.3,-72,1
7/4/2021,Nashville,TN,36.1,-86.8,1
7/4/2021,Oreland,PA,40.1,-75.2,1
7/4/2021,Rhinebeck,NY,41.9,-73.9,1
7/4/2021,Salisbury,CT,42,-73.4,1
7/4/2021,Sidney,OH,40.3,-84.2,1
7/4/2021,Sidney,OH,40.3,-84.2,1
7/4/2021,Statesboro,GA,32.4,-81.9,2
7/4/2021,Sudbury,MA,42.4,-71.5,2
7/4/2021,Swanton,MD,39.5,-79.3,1
7/4/2021,Three Rivers,MI,42,-85.5,1
7/4/2021,Three Rivers,MI,42,-85.5,1
7/4/2021,Trumbull,CT,41.2,-73.2,1
7/4/2021,Wilton,CT,41.2,-73.4,1
7/4/2021,Youngstown,OH,41,-80.6,1
7/3/2021,Blairsville,PA,40.4,-79.3,2
7/3/2021,Broken Arrow,OK,36,-95.8,1
7/3/2021,Cheboygan,MI,45.5,-84.5,1
7/3/2021,Dutton/Dunwich,ON,42.6,-81.4,1
7/3/2021,La Porte,TX,29.7,-95.1,1
7/3/2021,Lexington,KY,38,-84.5,1
7/3/2021,Nebraska City,NE,40.7,-95.9,1
7/3/2021,New Palestine,IN,39.7,-85.9,2
7/3/2021,Newbury Park,CA,34.2,-118.9,2
7/3/2021,Oak Park,IL,41.9,-87.8,1
7/3/2021,Oneida,IL,41.1,-90.2,1
7/3/2021,Pond Creek,OK,36.7,-97.8,1
7/3/2021,Reynoldsburg,OH,40,-82.8,1
7/3/2021,Saint Joseph,MI,42.1,-86.5,1
7/2/2021,Ballwin,MO,38.6,-90.5,1
7/2/2021,Bayville,NY,40.9,-73.6,1
7/2/2021,Claremont,CA,34.2,-117.7,1
7/2/2021,Cleveland,OH,41.5,-81.6,1
7/2/2021,Hopewell Junction,NY,41.5,-73.8,2
7/2/2021,Jensen,UT,40.4,-109.4,1
7/2/2021,Kittery Point,ME,43.1,-70.7,1
7/2/2021,Madison,OH,41.8,-81.1,1
7/2/2021,Rochester,IN,41,-86.2,1
7/2/2021,Syracuse,NY,43,-76.3,1
7/2/2021,West Orange,NJ,40.8,-74.3,1
7/1/2021,Antigonish,NS,45.6,-62,1
7/1/2021,Avon Lake,OH,41.5,-82,1
7/1/2021,Bangor,ME,44.8,-68.9,1
7/1/2021,Bath,ME,43.9,-69.8,1
7/1/2021,Brady,TX,31.1,-99.3,1
7/1/2021,Chagrin Falls,OH,41.4,-81.4,1
7/1/2021,Chicago,IL,41.9,-87.7,1
7/1/2021,Columbus,NE,41.4,-97.4,2
7/1/2021,Green Bay,WI,44.5,-88,1
7/1/2021,Hartford,CT,41.8,-72.7,1
7/1/2021,Kings,NS,45.1,-64.4,2
7/1/2021,Kokomo,IN,40.5,-86.1,1
7/1/2021,Lockport,NY,43.2,-78.7,1
7/1/2021,Lowell,MI,42.9,-85.4,1
7/1/2021,Medford,NY,40.8,-73,1
7/1/2021,Ottawa,IL,41.3,-88.8,1
7/1/2021,Philadelphia,PA,40.1,-75,1
7/1/2021,Richmond,TX,29.6,-95.8,1
7/1/2021,Rockford,IL,42.3,-89.1,1
7/1/2021,Toronto,ON,43.7,-79.4,2
7/1/2021,Waukegan,IL,42.4,-87.8,1
7/1/2021,Waukegan,IL,42.4,-87.8,1
7/1/2021,Whitinsville,MA,42.1,-71.7,1
7/1/2021,Wooster,OH,40.8,-81.9,1
6/30/2021,Bay City,MI,43.6,-83.9,1
6/30/2021,Buffalo,NY,43,-78.8,2
6/30/2021,Franklin,WI,42.9,-88,1
6/30/2021,Louisville,KY,38.2,-85.6,1
6/30/2021,Orwell,OH,41.5,-80.9,1
6/30/2021,Reading,PA,40.4,-75.9,1
6/30/2021,Sackville,NB,45.9,-64.4,1
6/30/2021,Saint Paul,MN,44.9,-93.1,1
6/30/2021,Whittier,CA,34,-118,1
6/29/2021,American Fork,UT,40.4,-111.8,1
6/29/2021,Belleville,KS,39.8,-97.6,1
6/29/2021,Bellevue,NE,41.1,-96,1
6/29/2021,Brookfield,CT,41.5,-73.4,2
6/29/2021,Brunswick,ME,43.9,-70,1
6/29/2021,Brunswick,ME,43.9,-70,1
6/29/2021,Dayton,PA,40.8,-79.3,1
6/29/2021,Dewey,AZ,34.6,-112.2,1
6/29/2021,Fort Wayne,IN,41.1,-85.1,1
6/29/2021,Horseheads,NY,42.2,-76.8,1
6/29/2021,Kenosha,WI,42.6,-87.9,1
6/29/2021,Loveland,OH,39.3,-84.3,1
6/29/2021,Princeville,IL,40.9,-89.7,2
6/29/2021,Renovo,PA,41.4,-77.7,3
6/29/2021,Sanford,ME,43.4,-70.8,1
6/29/2021,Tulsa,OK,36.2,-95.9,1
6/28/2021,Aliquippa,PA,40.6,-80.2,1
6/28/2021,Boyne City,MI,45.3,-85,1
6/28/2021,Clinton,CT,41.3,-72.5,1
6/28/2021,Elyria,OH,41.3,-82.1,2
6/28/2021,Halifax,NS,44.7,-63.9,1
6/28/2021,Inlet,NY,43.8,-74.8,2
6/28/2021,Islip,NY,40.7,-73.2,0
6/28/2021,Lake Forest,CA,33.6,-117.7,5
6/28/2021,Lansing,NY,42.6,-76.6,2
6/28/2021,Lynbrook,NY,40.7,-73.7,1
6/28/2021,Mattoon,IL,39.5,-88.4,2
6/28/2021,Maybee,MI,42,-83.5,2
6/28/2021,Oak Lawn,IL,41.7,-87.8,1
6/28/2021,Orangeville,PA,41.1,-76.4,1
6/28/2021,Orangeville,PA,41.1,-76.4,1
6/28/2021,Parkton,MD,39.6,-76.7,1
6/28/2021,Parkton,MD,39.6,-76.7,1
6/28/2021,Providence,RI,41.8,-71.4,0
6/28/2021,Rumney,NH,43.9,-71.8,1
6/28/2021,Rumney,NH,43.9,-71.8,1
6/28/2021,Saugatuck,MI,42.7,-86.2,1
6/28/2021,South Haven,MI,42.5,-86.2,1
6/28/2021,Town of Schuyler Falls,NY,44.6,-73.6,1
6/28/2021,Yarmouth Municipal District,NS,44,-66.1,1
6/27/2021,Buffalo,NY,42.8,-78.8,1
6/27/2021,Chicago,IL,41.9,-87.6,1
6/27/2021,Franktown,CO,39.3,-104.7,1
6/27/2021,Glen Mills,PA,39.9,-75.5,1
6/27/2021,Glen Mills,PA,39.9,-75.5,1
6/27/2021,Gorham,ME,43.7,-70.4,1
6/27/2021,Grand Rapids,MI,42.9,-85.7,3
6/27/2021,Hainesport,NJ,40,-74.8,1
6/27/2021,Haskell,NJ,41,-74.3,1
6/27/2021,Lincoln,NE,40.8,-96.7,1
6/27/2021,Mogadore,OH,41,-81.3,1
6/27/2021,Mokena,IL,41.5,-87.9,1
6/27/2021,Mountainair,NM,34.5,-106.4,1
6/27/2021,Newfane,VT,43,-72.7,2
6/27/2021,Oak Forest,IL,41.6,-87.7,2
6/27/2021,Old Forge,NY,43.7,-75,1
6/27/2021,Oxford,OH,39.5,-84.7,1
6/27/2021,Rockford,IL,42.3,-89.1,1
6/27/2021,Washta,IA,42.6,-95.7,1
6/27/2021,Windsor,ON,42.3,-83.1,1
6/27/2021,Woburn,MA,42.5,-71.2,1
6/27/2021,Wolfeboro,NH,43.6,-71.2,1
6/27/2021,Yonkers,NY,41,-73.8,1
6/27/2021,Yonkers,NY,41,-73.8,1
6/26/2021,Alliance,OH,40.9,-81.1,1
6/26/2021,Alliance,OH,40.9,-81.1,1
6/26/2021,Andover,MA,42.6,-71.2,1
6/26/2021,Frederick,MD,39.5,-77.4,1
6/26/2021,Grayslake,IL,42.3,-88,1
6/26/2021,Hampden,MA,42.1,-72.4,1
6/26/2021,Otisville,MI,43.1,-83.5,2
6/26/2021,Perryopolis,PA,40.1,-79.8,1
6/26/2021,Stone Mountain,GA,33.8,-84.2,9
6/25/2021,Bartlett,IL,42,-88.2,1
6/25/2021,Boyertown,PA,40.3,-75.6,1
6/25/2021,Buffalo,NY,43,-78.9,1
6/25/2021,Cumming,GA,34.2,-84.1,1
6/25/2021,Dana Point,CA,33.5,-117.7,1
6/25/2021,Easthampton,MA,42.2,-72.7,1
6/25/2021,Greenville,SC,34.8,-82.4,1
6/25/2021,Herndon,VA,38.9,-77.4,1
6/25/2021,Philadelphia,PA,40.1,-75,1
6/25/2021,Portland,ME,43.7,-70.3,1
6/25/2021,Saint Louis,MO,38.6,-90.4,1
6/25/2021,Salt Lake City,UT,40.8,-111.9,1
6/25/2021,Schuylkill Haven,PA,40.6,-76.2,1
6/25/2021,Sherwood,OR,45.4,-122.8,1
6/25/2021,Stratford,PE,46.2,-63.1,1
6/25/2021,Tabernacle Twp,NJ,39.8,-74.7,1
6/24/2021,Arroyo Grande,CA,35.1,-120.6,1
6/24/2021,Burnt Hills,NY,42.9,-73.9,1
6/24/2021,Cote No 271,SK,51.6,-101.9,2
6/24/2021,Downingtown,PA,40,-75.7,1
6/24/2021,Harmony,PA,40.8,-80.1,1
6/24/2021,Herndon,VA,39,-77.4,1
6/24/2021,Hugoton,KS,37.2,-101.3,1
6/24/2021,Inlet,NY,43.8,-74.8,1
6/24/2021,Kalamazoo,MI,42.3,-85.7,1
6/24/2021,Lanesborough,MA,42.5,-73.2,1
6/24/2021,Lisbon,OH,40.8,-80.7,1
6/24/2021,Liverpool,NY,43.1,-76.2,1
6/24/2021,Oak Park,IL,41.9,-87.8,1
6/24/2021,Pierre,SD,44.4,-100.4,1
6/24/2021,Pierre,SD,44.4,-100.4,1
6/24/2021,Prattsville,NY,42.3,-74.4,1
6/24/2021,Round Lake,NY,42.9,-73.8,1
6/24/2021,Round Pond,ME,43.9,-69.5,1
6/24/2021,Somerset,NJ,40.5,-74.5,1
6/24/2021,St-Constant,QC,45.4,-73.6,1
6/24/2021,Town of Langdon,NH,43.2,-72.3,1
6/24/2021,Union,MO,38.4,-91,1
6/24/2021,West Orange,NJ,40.8,-74.3,1
6/23/2021,Absecon,NJ,39.5,-74.5,1
6/23/2021,Asbury Park,NJ,40.2,-74,1
6/23/2021,Barnesville,OH,40.1,-81.2,2
6/23/2021,Broken Arrow,OK,36.1,-95.8,1
6/23/2021,Brooklyn,NY,40.7,-73.9,1
6/23/2021,Cicero,NY,43.2,-76.1,1
6/23/2021,Cincinnati,OH,39.1,-84.4,2
6/23/2021,Grand Rapids,MI,43,-85.7,1
6/23/2021,Halethorpe,MD,39.2,-76.7,1
6/23/2021,Houston,TX,29.9,-95.6,2
6/23/2021,Johnston,IA,41.7,-93.7,1
6/23/2021,Leonard,MI,42.8,-83.2,1
6/23/2021,Oldenburg,IN,39.3,-85.2,1
6/23/2021,Ottawa,ON,45.3,-75.9,1
6/23/2021,Pittsford,NY,43.1,-77.5,1
6/23/2021,Reston,VA,38.9,-77.3,1
6/23/2021,Rochester,MI,42.7,-83.1,0
6/23/2021,Rochester,NY,43.1,-77.6,1
6/23/2021,Silver Spring,MD,39.1,-77,1
6/23/2021,Toronto,ON,43.7,-79.5,1
6/23/2021,University Park,PA,40.8,-77.9,1
6/23/2021,Washington,MI,42.7,-83,1
6/22/2021,Cleburne,TX,32.3,-97.5,2
6/22/2021,Cortland,OH,41.3,-80.7,1
6/22/2021,Danielson,CT,41.8,-71.9,3
6/22/2021,Fullerton,CA,33.9,-117.9,1
6/22/2021,Litchfield,IL,39.2,-89.6,1
6/22/2021,Manahawkin,NJ,39.7,-74.3,1
6/22/2021,Oberlin,OH,41.3,-82.2,1
6/22/2021,Pascoag,RI,42,-71.7,1
6/22/2021,Pinconning,MI,43.9,-84,2
6/22/2021,Ventura,CA,34.3,-119.2,3
6/22/2021,West Paris,ME,44.3,-70.6,1
6/21/2021,Arcade,NY,42.6,-78.4,1
6/21/2021,Aston,PA,39.9,-75.4,1
6/21/2021,Blairstown,NJ,41.1,-74.9,1
6/21/2021,Bridgeville,DE,38.7,-75.6,1
6/21/2021,Cass,WV,38.4,-79.9,1
6/21/2021,Emigrant,MT,45.3,-110.8,1
6/21/2021,Lisbon,ME,44,-70.1,1
6/21/2021,Marcus Hook,PA,39.8,-75.4,1
6/21/2021,Massapequa,NY,40.7,-73.5,2
6/21/2021,Orinda,CA,37.8,-122.2,1
6/21/2021,Pacific Palisades,CA,34,-118.5,0
6/21/2021,Panama City,FL,30.2,-85.8,5
6/21/2021,Panama City,FL,30.2,-85.8,5
6/21/2021,Saugus,MA,42.5,-71,1
6/21/2021,South Richmond Hill,NY,40.7,-73.8,1
6/21/2021,Swansea,MA,41.8,-71.3,0
6/21/2021,Windsor,NY,42.1,-75.8,1
6/20/2021,Alstead,NH,43.2,-72.4,2
6/20/2021,Aurora,ON,44,-79.4,1
6/20/2021,Campton,NH,43.8,-71.7,1
6/20/2021,Casper,WY,42.9,-106.3,1
6/20/2021,Center Valley,PA,40.5,-75.4,1
6/20/2021,Clawson,MI,42.5,-83.1,1
6/20/2021,Flemington,NJ,40.5,-74.8,1
6/20/2021,Frankfort,IL,41.5,-87.8,1
6/20/2021,Granby,CT,42,-72.8,1
6/20/2021,Grimsby,ON,43.2,-79.5,1
6/20/2021,Jeddo,MI,43.1,-82.6,3
6/20/2021,Laval,QC,45.6,-73.7,1
6/20/2021,London,ON,43,-81.3,1
6/20/2021,Milden No 286,SK,51.4,-107.5,1
6/20/2021,North Stonington,CT,41.4,-71.8,1
6/20/2021,Owasso,OK,36.3,-95.8,1
6/20/2021,Richmond,MA,42.4,-73.4,1
6/20/2021,Rosemount,MN,44.7,-93.1,1
6/20/2021,Rosemount,MN,44.7,-93.1,1
6/20/2021,Santa Clara,CA,37.4,-122,1
6/20/2021,Saskatoon,SK,52.1,-106.7,1
6/20/2021,Short Hills,NJ,40.7,-74.4,1
6/20/2021,Syracuse,NY,43.1,-76.1,1
6/20/2021,Wappingers Falls,NY,41.5,-74,1
6/19/2021,Albion,NY,43.3,-78.2,1
6/19/2021,Asbury Park,NJ,40.3,-74.1,1
6/19/2021,Broomfield,CO,39.9,-105.1,1
6/19/2021,Buffalo,NY,43,-78.8,1
6/19/2021,Callaway,VA,37,-80,1
6/19/2021,Easton,PA,40.7,-75.2,1
6/19/2021,Fromberg,MT,45.4,-108.9,1
6/19/2021,Goldvein,VA,38.5,-77.6,20
6/19/2021,Hinsdale,NH,42.8,-72.5,1
6/19/2021,Homewood,IL,41.5,-87.6,1
6/19/2021,Lac-du-Cerf,QC,46.3,-75.5,3
6/19/2021,Manitoba,MB,50.7,-100,1
6/19/2021,Middletown,MD,39.4,-77.6,1
6/19/2021,Perth,ON,44.9,-76.2,2
6/19/2021,Rochester,NY,43.2,-77.6,1
6/19/2021,Seneca Falls,NY,43,-76.8,1
6/19/2021,Smith River,CA,41.9,-124.2,1
6/19/2021,Southwick,MA,42,-72.8,1
6/19/2021,Town of Southwick,MA,42,-72.8,1
6/19/2021,Westwood,NJ,41,-74,1
6/19/2021,Wilkes Barre,PA,41.3,-75.8,1
6/18/2021,Alexandria,VA,38.8,-77.1,1
6/18/2021,Millersburg,MI,45.6,-84.2,2
6/18/2021,Newburyport,MA,42.8,-70.9,1
6/18/2021,Norfolk,ON,42.7,-80.5,1
6/18/2021,North Glengarry,ON,45.3,-74.9,0
6/18/2021,Riverside,IL,41.8,-87.8,1
6/18/2021,Rochester,IL,39.7,-89.5,0
6/18/2021,Syracuse,NY,43,-76.2,1
6/18/2021,Umatilla,OR,45.9,-119.3,0
6/18/2021,Wilton,ME,44.6,-70.2,1
6/17/2021,Arlington,MA,42.4,-71.2,1
6/17/2021,Broken Arrow,OK,36,-95.8,1
6/17/2021,Eastpointe,MI,42.5,-83,1
6/17/2021,Gardnerville,NV,38.9,-119.7,3
6/17/2021,Kawartha Lakes,ON,44.4,-78.7,1
6/17/2021,Melrose,NY,42.8,-73.6,1
6/17/2021,Munster,IN,41.6,-87.5,1
6/17/2021,Ontario,NY,43.3,-77.3,2
6/17/2021,Paxton,MA,42.3,-72,1
6/17/2021,Pickerington,OH,39.9,-82.7,1
6/17/2021,Robesonia,PA,40.4,-76.1,1
6/17/2021,Somerset,MA,41.8,-71.1,1
6/17/2021,South Frontenac,ON,44.5,-76.5,1
6/17/2021,Spokane,WA,47.7,-117.5,1
6/17/2021,Spokane,WA,47.7,-117.5,1
6/17/2021,Town of Charleston,VT,44.8,-71.9,1
6/17/2021,Town of Islesboro,ME,44.3,-68.9,1
6/17/2021,Town of Norway,ME,44.2,-70.6,0
6/17/2021,Town of Webster,NY,43.2,-77.5,1
6/16/2021,Aldie,VA,38.9,-77.6,1
6/16/2021,Anderson,SC,34.6,-82.6,1
6/16/2021,Arnold,MD,39.1,-76.5,3
6/16/2021,Biddeford,ME,43.5,-70.4,1
6/16/2021,Campobello Island,NB,44.9,-67,1
6/16/2021,Cottage Grove,OR,43.8,-123.1,1
6/16/2021,Davidsonville,MD,38.9,-76.6,1
6/16/2021,Dearborn Heights,MI,42.3,-83.3,1
6/16/2021,Harvard,IL,42.5,-88.6,1
6/16/2021,Hooper,UT,41.2,-112.1,1
6/16/2021,Melville,SK,50.9,-102.8,1
6/16/2021,Newark,OH,40.1,-82.4,1
6/16/2021,San Diego,CA,32.8,-117.1,1
6/16/2021,Tolland,CT,41.9,-72.3,1
6/16/2021,Whitby,ON,43.9,-79,1
6/15/2021,College Park,MD,39,-76.9,1
6/15/2021,East Rockaway,NY,40.6,-73.7,1
6/15/2021,Fountain,CO,38.7,-104.7,2
6/15/2021,Herndon,VA,39,-77.4,2
6/15/2021,Huron East,ON,43.5,-81.3,4
6/15/2021,Ponca City,OK,36.7,-97.1,1
6/15/2021,Port Huron,MI,43,-82.4,1
6/15/2021,Prescott,AZ,34.5,-112.5,3
6/15/2021,Rockford,IL,42.4,-89.1,1
6/15/2021,San Jose,CA,37.3,-122,1
6/15/2021,Saskatoon,SK,52.1,-106.6,1
6/15/2021,Talent,OR,42.3,-122.8,1
6/15/2021,Thornton,CO,39.9,-105,1
6/15/2021,Walpole,NH,43.1,-72.4,1
6/15/2021,Washington,DC,38.9,-77,1
6/14/2021,Bismarck,ND,46.8,-100.7,1
6/14/2021,Boise,ID,43.6,-116.2,2
6/14/2021,Council Bluffs,IA,41.3,-95.9,20
6/14/2021,Doylestown Twp,PA,40.3,-75.1,1
6/14/2021,Doylestown Twp,PA,40.3,-75.1,1
6/14/2021,Eaton Rapids,MI,42.5,-84.7,2
6/14/2021,Homewood,IL,41.5,-87.6,1
6/14/2021,Maple Grove,MN,45.1,-93.5,1
6/14/2021,Milwaukee,WI,43,-87.9,1
6/14/2021,Napa,CA,38.9,-122.4,1
6/14/2021,Napa,CA,38.9,-122.4,1
6/14/2021,Phoenixville,PA,40.1,-75.5,1
6/14/2021,Trenton,NJ,40.1,-74.6,1
6/14/2021,Trenton,NJ,40.1,-74.6,1
6/14/2021,Victor,NY,43,-77.4,1
6/14/2021,Winnipeg,MB,50,-97.1,1
6/13/2021,Broomfield,CO,39.9,-105.1,1
6/13/2021,Cardston County,AB,49.7,-113.1,2
6/13/2021,Cato,NY,43.2,-76.5,1
6/13/2021,Chicago,IL,41.9,-87.6,0
6/13/2021,Chicago,IL,41.9,-87.6,0
6/13/2021,Digby Municipal District,NS,44.4,-66.2,1
6/13/2021,Fort Collins,CO,40.6,-105,1
6/13/2021,Lees Summit,MO,38.9,-94.4,1
6/13/2021,Long Branch,NJ,40.3,-74,1
6/13/2021,Lumsden,SK,50.6,-104.9,1
6/13/2021,Montr�al,QC,45.6,-73.5,1
6/13/2021,Murrieta,CA,33.6,-117.2,1
6/13/2021,North Grenville,ON,45,-75.5,1
6/13/2021,Orkney No 244,SK,51.2,-102.6,1
6/13/2021,Oxnard,CA,34.2,-119.2,2
6/13/2021,Rhein,SK,51.4,-102.2,3
6/13/2021,Ridgway,PA,41.4,-78.7,1
6/13/2021,San Antonio,TX,29.5,-98.7,1
6/13/2021,Sioux Falls,SD,43.6,-96.8,1
6/13/2021,Town of Jonesboro,ME,44.6,-67.6,2
6/13/2021,Village of Kohler,WI,43.7,-87.8,4
6/13/2021,Waterbury Center,VT,44.4,-72.7,1
6/13/2021,Westpoint,IN,40.3,-87,2
6/13/2021,Wheeling,WV,40.1,-80.7,1
6/12/2021,Belgrade,ME,44.5,-69.9,1
6/12/2021,Bethel Park,PA,40.3,-80,1
6/12/2021,Brantford,ON,43.1,-80.3,1
6/12/2021,Brockport,NY,43.2,-77.9,1
6/12/2021,Canning,NB,46.1,-66,1
6/12/2021,Cobourg,ON,44,-78.2,1
6/12/2021,Cody,WY,44.5,-109.1,1
6/12/2021,Fort Collins,CO,40.5,-105.1,1
6/12/2021,Halifax,NS,44.7,-63.8,1
6/12/2021,Leamington,ON,42,-82.5,1
6/12/2021,Lusby,MD,38.4,-76.4,1
6/12/2021,Minto-Odanah,MB,50.2,-99.9,1
6/12/2021,Mooreland,IN,40,-85.2,1
6/12/2021,Mooreland,IN,40,-85.2,1
6/12/2021,New Lebanon,NY,42.5,-73.4,1
6/12/2021,Novi,MI,42.4,-83.5,1
6/12/2021,Orland Park,IL,41.6,-87.9,1
6/12/2021,Oshawa,ON,43.9,-78.8,1
6/12/2021,Phippsburg,ME,43.8,-69.8,1
6/12/2021,Phippsburg,ME,43.8,-69.8,1
6/12/2021,Portland,OR,45.5,-122.6,1
6/12/2021,Richmond Hill,ON,43.8,-79.4,1
6/12/2021,Rome,GA,34.2,-85.2,1
6/12/2021,Saskatoon,SK,52.1,-106.7,1
6/12/2021,Sonoma,CA,38.3,-122.5,1
6/12/2021,Spring Lake,MI,43.1,-86.2,1
6/12/2021,Sylvania,OH,41.7,-83.7,1
6/12/2021,Town of Penfield,NY,43.2,-77.4,1
6/11/2021,Cantley,QC,45.5,-75.8,1
6/11/2021,Chicago,IL,41.8,-87.6,1
6/11/2021,Chicago,IL,41.8,-87.6,1
6/11/2021,Cochrane,ON,49,-81,1
6/11/2021,Fort Wayne,IN,41.2,-85.2,1
6/11/2021,Greater Sudbury,ON,46.6,-81.3,2
6/11/2021,Harmony,ME,45,-69.7,1
6/11/2021,Oronoko Twp,MI,41.9,-86.4,1
6/11/2021,Pittsburgh,PA,40.5,-80,1
6/11/2021,Pittsford,NY,43,-77.5,2
6/11/2021,Ponca City,OK,36.7,-97.1,1
6/11/2021,San Leandro,CA,37.7,-122.2,1
6/11/2021,Saskatoon,SK,52.1,-106.6,1
6/11/2021,Seattle,WA,47.7,-122.3,1
6/11/2021,Toronto,ON,43.6,-79.4,1
6/11/2021,Toronto,ON,43.6,-79.4,1
6/11/2021,Toronto,ON,43.8,-79.3,1
6/11/2021,Waterford,MI,42.6,-83.4,1
6/11/2021,West Valley City,UT,40.7,-112,1
6/11/2021,Whiting,ME,44.8,-67.3,1
6/10/2021,Algoma,ON,46.6,-84.5,1
6/10/2021,Beverly Shores,IN,41.7,-87,0
6/10/2021,Bristol,CT,41.7,-72.9,1
6/10/2021,Bristol,ME,43.8,-69.3,1
6/10/2021,Corry,PA,41.9,-79.6,1
6/10/2021,Evanston,IL,42.1,-87.7,0
6/10/2021,Farmington,NY,43,-77.4,1
6/10/2021,Forest,VA,37.4,-79.3,2
6/10/2021,Fort Erie,ON,42.9,-79,1
6/10/2021,Halifax,NS,44.7,-63.7,1
6/10/2021,Iowa City,IA,41.6,-91.6,1
6/10/2021,Limerick,ME,43.7,-70.8,1
6/10/2021,Mattapoisett,MA,41.7,-70.8,1
6/10/2021,Mayville,MI,43.4,-83.3,1
6/10/2021,Mayville,MI,43.4,-83.3,1
6/10/2021,Mchenry,IL,42.3,-88.2,2
6/10/2021,Meredith,NH,43.7,-71.5,3
6/10/2021,Moline,IL,41.5,-90.5,1
6/10/2021,Morris,IL,41.4,-88.4,0
6/10/2021,Ocean Grove,NJ,40.2,-74,1
6/10/2021,Sarnia,ON,43,-82.4,1
6/10/2021,South Frontenac,ON,44.4,-76.6,1
6/10/2021,St-Boniface,QC,46.6,-72.8,1
6/10/2021,Stratford,ON,43.4,-81,2
6/10/2021,Thornwood,NY,41.1,-73.8,0
6/10/2021,Thorold,ON,43,-79.2,0
6/10/2021,Town of Volney,NY,43.4,-76.4,1
6/10/2021,Wilkes Barre,PA,41.2,-75.9,1
6/9/2021,Admaston/Bromley,ON,45.4,-76.8,2
6/9/2021,Altonah,UT,40.4,-110.3,1
6/9/2021,Annapolis,MD,38.9,-76.5,1
6/9/2021,Apex,NC,35.8,-78.9,1
6/9/2021,Ashford,CT,41.9,-72.2,2
6/9/2021,Bloomfield,NJ,40.8,-74.2,1
6/9/2021,Bloomfield,NJ,40.8,-74.2,1
6/9/2021,Gatineau,QC,45.4,-75.8,1
6/9/2021,Greater Sudbury,ON,46.6,-80.9,1
6/9/2021,Halifax,NS,44.6,-63.5,1
6/9/2021,Halifax,NS,44.6,-63.4,1
6/9/2021,Halifax,NS,44.6,-63.5,1
6/9/2021,Holland,MI,42.8,-86.2,1
6/9/2021,Manitoba,MB,50.7,-100,1
6/9/2021,Meaford,ON,44.5,-80.5,1
6/9/2021,Mississauga,ON,43.6,-79.7,1
6/9/2021,Morin-Heights,QC,45.9,-74.2,1
6/9/2021,North Bangor,NY,44.8,-74.4,1
6/9/2021,Ottawa,ON,45.4,-75.7,5
6/9/2021,Ottawa,ON,45.3,-75.8,1
6/9/2021,Pacific,MO,38.4,-90.7,1
6/9/2021,Pacific,MO,38.4,-90.7,1
6/9/2021,Pointe-Claire,QC,45.4,-73.8,1
6/9/2021,Queens,PE,46.1,-62.8,5
6/9/2021,Sandy,UT,40.6,-111.8,1
6/9/2021,St-Hyacinthe,QC,45.6,-72.8,2
6/9/2021,Tabernacle Twp,NJ,39.8,-74.7,1
6/9/2021,Tecumseh,MI,42,-83.9,1
6/9/2021,Winnipeg,MB,49.9,-97,1
6/8/2021,Athens,ON,44.6,-75.9,1
6/8/2021,Athens,ON,44.6,-75.9,1
6/8/2021,Atlanta,MI,45,-84.1,1
6/8/2021,Bethel,ME,44.4,-70.8,1
6/8/2021,Blue Mountains,ON,44.5,-80.5,1
6/8/2021,Brattleboro,VT,42.8,-72.6,1
6/8/2021,Brigantine,NJ,39.4,-74.4,1
6/8/2021,Cheboygan,MI,45.6,-84.5,1
6/8/2021,Churchton,MD,38.8,-76.5,1
6/8/2021,Churchton,MD,38.8,-76.5,1
6/8/2021,Columbiaville,MI,43.2,-83.4,1
6/8/2021,Crown Point,IN,41.4,-87.3,1
6/8/2021,Fassett,QC,45.7,-74.9,2
6/8/2021,Gimli,MB,50.8,-97,1
6/8/2021,Hale,MI,44.3,-83.9,1
6/8/2021,Lachute,QC,45.7,-74.3,1
6/8/2021,Lachute,QC,45.7,-74.3,1
6/8/2021,Marshall,WI,43.2,-89.1,1
6/8/2021,Mass City,MI,46.7,-89,1
6/8/2021,Monroeville,PA,40.4,-79.8,1
6/8/2021,Ogunquit,ME,43.3,-70.6,1
6/8/2021,Ottawa,ON,45.3,-75.9,1
6/8/2021,Perrysburg,OH,41.6,-83.6,1
6/8/2021,Perth Amboy,NJ,40.5,-74.3,1
