month,year,species,sighting_dates,number,sites,Season_End,Hectares_Occupied_Start,Hectares_Occupied_End
6,2012,Monarch Egg (FIRST sighted),11,11,11,2013,2.89,1.19
6,2012,Monarch Egg Sighted,1,1,1,2013,2.89,1.19
6,2012,Monarch Larva (FIRST sighted),19,19,17,2013,2.89,1.19
6,2013,Milkweed (FIRST sighted),12,12,11,2014,1.19,0.67
6,2013,Monarch (OTHER Observations),83,83,64,2014,1.19,0.67
6,2013,Monarch Adult (FIRST sighted),270,270,244,2014,1.19,0.67
6,2013,Monarch Adult Sighted,5,8,5,2014,1.19,0.67
6,2013,Monarch Egg (FIRST sighted),78,78,74,2014,1.19,0.67
6,2013,Monarch Larva (FIRST sighted),31,31,30,2014,1.19,0.67
6,2014,Milkweed (FIRST sighted),9,9,9,2015,0.67,1.13
6,2014,Monarch (OTHER Observations),121,141,99,2015,0.67,1.13
6,2014,Monarch Adult (FIRST sighted),337,340,304,2015,0.67,1.13
6,2014,Monarch Adult Sighted,54,69,45,2015,0.67,1.13
6,2014,Monarch Egg (FIRST sighted),100,103,93,2015,0.67,1.13
6,2014,Monarch Egg Sighted,13,44,12,2015,0.67,1.13
6,2014,Monarch Larva (FIRST sighted),111,111,103,2015,0.67,1.13
6,2014,Monarch Larva Sighted,18,37,17,2015,0.67,1.13
6,2015,Milkweed (FIRST sighted),4,4,4,2016,1.13,4.01
6,2015,Milkweed Sighted,1,1,1,2016,1.13,4.01
6,2015,Monarch (OTHER Observations),157,158,88,2016,1.13,4.01
6,2015,Monarch Adult (FIRST sighted),513,518,437,2016,1.13,4.01
6,2015,Monarch Adult Sighted,20,52,20,2016,1.13,4.01
6,2015,Monarch Egg (FIRST sighted),157,194,144,2016,1.13,4.01
6,2015,Monarch Egg Sighted,2,13,2,2016,1.13,4.01
6,2015,Monarch Larva (FIRST sighted),119,122,110,2016,1.13,4.01
6,2015,Monarch Larva Sighted,5,45,4,2016,1.13,4.01
6,2015,"Monarch, Captive-Reared",5,65,5,2016,1.13,4.01
6,2016,Milkweed (FIRST sighted),8,8,8,2017,4.01,2.91
6,2016,Milkweed Sighted,59,59,54,2017,4.01,2.91
6,2016,Monarch (OTHER Observations),41,211,31,2017,4.01,2.91
6,2016,Monarch Adult (FIRST sighted),494,575,480,2017,4.01,2.91
6,2016,Monarch Adult Sighted,300,551,262,2017,4.01,2.91
6,2016,Monarch Egg (FIRST sighted),115,642,114,2017,4.01,2.91
6,2016,Monarch Egg Sighted,72,792,58,2017,4.01,2.91
6,2016,Monarch Larva (FIRST sighted),108,365,107,2017,4.01,2.91
6,2016,Monarch Larva Sighted,72,300,65,2017,4.01,2.91
6,2016,"Monarch, Captive-Reared",75,310,46,2017,4.01,2.91
6,2017,Milkweed (FIRST sighted),15,15,15,2018,2.91,2.48
6,2017,Milkweed Sighted,48,48,42,2018,2.91,2.48
6,2017,Monarch (OTHER Observations),23,54,21,2018,2.91,2.48
6,2017,Monarch Adult (FIRST sighted),637,771,627,2018,2.91,2.48
6,2017,Monarch Adult Sighted,593,856,461,2018,2.91,2.48
6,2017,Monarch Egg (FIRST sighted),171,862,170,2018,2.91,2.48
6,2017,Monarch Egg Sighted,165,1550,129,2018,2.91,2.48
6,2017,Monarch Larva (FIRST sighted),160,448,155,2018,2.91,2.48
6,2017,Monarch Larva Sighted,140,450,104,2018,2.91,2.48
6,2017,"Monarch, Captive-Reared",182,1212,117,2018,2.91,2.48
6,2018,Milkweed (FIRST sighted),6,13,6,2019,2.48,6.05
6,2018,Milkweed Sighted,44,44,41,2019,2.48,6.05
6,2018,Monarch (OTHER Observations),23,76,21,2019,2.48,6.05
6,2018,Monarch Adult (FIRST sighted),407,513,402,2019,2.48,6.05
6,2018,Monarch Adult Sighted,529,978,394,2019,2.48,6.05
6,2018,Monarch Egg (FIRST sighted),129,757,124,2019,2.48,6.05
6,2018,Monarch Egg Sighted,172,1478,112,2019,2.48,6.05
6,2018,Monarch Larva (FIRST sighted),176,575,173,2019,2.48,6.05
6,2018,Monarch Larva Sighted,187,773,131,2019,2.48,6.05
6,2018,"Monarch, Captive-Reared",219,1164,116,2019,2.48,6.05
6,2019,Milkweed (FIRST sighted),19,19,19,2020,6.05,2.83
6,2019,Milkweed Sighted,60,60,59,2020,6.05,2.83
6,2019,Monarch (OTHER Observations),21,53,16,2020,6.05,2.83
6,2019,Monarch Adult (FIRST sighted),534,665,530,2020,6.05,2.83
6,2019,Monarch Adult Sighted,603,1108,481,2020,6.05,2.83
6,2019,Monarch Egg (FIRST sighted),200,1495,200,2020,6.05,2.83
6,2019,Monarch Egg Sighted,150,1666,121,2020,6.05,2.83
6,2019,Monarch Larva (FIRST sighted),232,786,229,2020,6.05,2.83
6,2019,Monarch Larva Sighted,170,1313,136,2020,6.05,2.83
6,2019,"Monarch, Captive-Reared",180,1758,115,2020,6.05,2.83
6,2020,Milkweed (FIRST sighted),35,35,33,2021,2.83,2.1
6,2020,Milkweed Sighted,113,132,103,2021,2.83,2.1
6,2020,Monarch (OTHER Observations),54,458,35,2021,2.83,2.1
6,2020,Monarch Adult (FIRST sighted),716,820,700,2021,2.83,2.1
6,2020,Monarch Adult Sighted,530,857,409,2021,2.83,2.1
6,2020,Monarch Egg (FIRST sighted),226,1272,221,2021,2.83,2.1
6,2020,Monarch Egg Sighted,99,687,79,2021,2.83,2.1
6,2020,Monarch Larva (FIRST sighted),234,618,229,2021,2.83,2.1
6,2020,Monarch Larva Sighted,122,582,95,2021,2.83,2.1
6,2020,"Monarch, Captive-Reared",161,1300,97,2021,2.83,2.1
7,1997,Monarch Adult Sighted,7,7,7,1998,18.19,5.77
7,1998,Monarch Adult (FIRST sighted),10,10,10,1999,5.77,5.56
7,1998,Monarch Egg (FIRST sighted),3,3,3,1999,5.77,5.56
7,1999,Monarch (OTHER Observations),15,15,11,2000,5.56,9.05
7,1999,Monarch Adult (FIRST sighted),5,5,5,2000,5.56,9.05
7,2000,Monarch (OTHER Observations),5,5,4,2001,9.05,2.83
7,2000,Monarch Adult (FIRST sighted),4,4,4,2001,9.05,2.83
7,2001,Monarch (OTHER Observations),13,13,12,2002,2.83,9.36
7,2001,Monarch Adult (FIRST sighted),13,13,12,2002,2.83,9.36
7,2001,Monarch Larva (FIRST sighted),3,3,3,2002,2.83,9.36
7,2002,Monarch (OTHER Observations),10,10,10,2003,9.36,7.54
7,2002,Monarch Adult (FIRST sighted),43,43,34,2003,9.36,7.54
7,2002,Monarch Adult Sighted,1,1,1,2003,9.36,7.54
7,2002,Monarch Egg (FIRST sighted),9,9,9,2003,9.36,7.54
7,2002,Monarch Larva (FIRST sighted),9,9,8,2003,9.36,7.54
7,2003,Monarch (OTHER Observations),14,14,14,2004,7.54,11.12
7,2003,Monarch Adult (FIRST sighted),4,4,4,2004,7.54,11.12
7,2003,Monarch Egg (FIRST sighted),3,3,3,2004,7.54,11.12
7,2003,Monarch Larva (FIRST sighted),1,1,1,2004,7.54,11.12
7,2004,Monarch (OTHER Observations),12,12,11,2005,11.12,2.19
7,2004,Monarch Adult (FIRST sighted),17,17,14,2005,11.12,2.19
7,2004,Monarch Egg (FIRST sighted),2,2,2,2005,11.12,2.19
7,2004,Monarch Larva (FIRST sighted),7,7,6,2005,11.12,2.19
7,2005,Monarch (OTHER Observations),16,16,15,2006,2.19,5.91
7,2005,Monarch Adult (FIRST sighted),38,38,34,2006,2.19,5.91
7,2005,Monarch Egg (FIRST sighted),10,10,10,2006,2.19,5.91
7,2005,Monarch Larva (FIRST sighted),10,10,9,2006,2.19,5.91
7,2006,Monarch (OTHER Observations),29,29,24,2007,5.91,6.87
7,2006,Monarch Adult (FIRST sighted),28,28,26,2007,5.91,6.87
7,2006,Monarch Egg (FIRST sighted),6,6,6,2007,5.91,6.87
7,2006,Monarch Larva (FIRST sighted),7,7,6,2007,5.91,6.87
7,2006,Monarch PEAK Migration,1,1,1,2007,5.91,6.87
7,2007,Monarch (OTHER Observations),19,19,16,2008,6.87,4.61
7,2007,Monarch Adult (FIRST sighted),28,28,26,2008,6.87,4.61
7,2007,Monarch Egg (FIRST sighted),5,5,5,2008,6.87,4.61
7,2007,Monarch Larva (FIRST sighted),11,11,10,2008,6.87,4.61
7,2008,Monarch (OTHER Observations),18,18,14,2009,4.61,3.06
7,2008,Monarch Adult (FIRST sighted),39,39,36,2009,4.61,3.06
7,2008,Monarch Egg (FIRST sighted),9,9,9,2009,4.61,3.06
7,2008,Monarch Larva (FIRST sighted),12,12,11,2009,4.61,3.06
7,2009,Milkweed (FIRST sighted),1,1,1,2010,3.06,1.92
7,2009,Monarch (OTHER Observations),32,32,29,2010,3.06,1.92
7,2009,Monarch Adult (FIRST sighted),77,77,67,2010,3.06,1.92
7,2009,Monarch Adult Sighted,3,5,2,2010,3.06,1.92
7,2009,Monarch Egg (FIRST sighted),8,8,8,2010,3.06,1.92
7,2009,Monarch Larva (FIRST sighted),21,21,18,2010,3.06,1.92
7,2010,Monarch (OTHER Observations),50,50,37,2011,1.92,4.02
7,2010,Monarch Adult (FIRST sighted),71,71,63,2011,1.92,4.02
7,2010,Monarch Adult Sighted,6,6,6,2011,1.92,4.02
7,2010,Monarch Egg (FIRST sighted),21,21,21,2011,1.92,4.02
7,2010,Monarch Larva (FIRST sighted),24,24,24,2011,1.92,4.02
7,2010,Monarch PEAK Migration,1,5,1,2011,1.92,4.02
7,2011,Monarch (OTHER Observations),88,88,73,2012,4.02,2.89
7,2011,Monarch Adult (FIRST sighted),90,90,86,2012,4.02,2.89
7,2011,Monarch Adult Sighted,7,9,7,2012,4.02,2.89
7,2011,Monarch Egg (FIRST sighted),17,17,16,2012,4.02,2.89
7,2011,Monarch Larva (FIRST sighted),22,22,21,2012,4.02,2.89
7,2012,Monarch (OTHER Observations),63,69,47,2013,2.89,1.19
7,2012,Monarch Adult (FIRST sighted),63,63,57,2013,2.89,1.19
7,2012,Monarch Adult Sighted,8,23,8,2013,2.89,1.19
7,2012,Monarch Egg (FIRST sighted),16,16,16,2013,2.89,1.19
7,2012,Monarch Egg Sighted,2,2,2,2013,2.89,1.19
7,2012,Monarch Larva (FIRST sighted),21,21,20,2013,2.89,1.19
7,2012,Monarch Larva Sighted,4,15,4,2013,2.89,1.19
7,2013,Monarch (OTHER Observations),135,135,100,2014,1.19,0.67
7,2013,Monarch Adult (FIRST sighted),301,310,268,2014,1.19,0.67
7,2013,Monarch Adult Sighted,35,44,32,2014,1.19,0.67
7,2013,Monarch Egg (FIRST sighted),74,74,70,2014,1.19,0.67
7,2013,Monarch Egg Sighted,8,26,8,2014,1.19,0.67
7,2013,Monarch Larva (FIRST sighted),47,47,46,2014,1.19,0.67
7,2013,Monarch Larva Sighted,6,11,6,2014,1.19,0.67
7,2014,Monarch (OTHER Observations),118,260,79,2015,0.67,1.13
7,2014,Monarch Adult (FIRST sighted),229,231,205,2015,0.67,1.13
7,2014,Monarch Adult Sighted,839,1530,583,2015,0.67,1.13
7,2014,Monarch Egg (FIRST sighted),41,41,38,2015,0.67,1.13
7,2014,Monarch Egg Sighted,193,447,125,2015,0.67,1.13
7,2014,Monarch Larva (FIRST sighted),16,16,15,2015,0.67,1.13
7,2014,Monarch Larva Sighted,193,357,152,2015,0.67,1.13
7,2015,Monarch (OTHER Observations),154,350,60,2016,1.13,4.01
7,2015,Monarch Adult (FIRST sighted),267,361,245,2016,1.13,4.01
7,2015,Monarch Adult Sighted,434,980,270,2016,1.13,4.01
7,2015,Monarch Egg (FIRST sighted),77,520,71,2016,1.13,4.01
7,2015,Monarch Egg Sighted,143,1094,66,2016,1.13,4.01
7,2015,Monarch Larva (FIRST sighted),80,198,78,2016,1.13,4.01
7,2015,Monarch Larva Sighted,133,525,76,2016,1.13,4.01
7,2015,"Monarch, Captive-Reared",26,362,16,2016,1.13,4.01
7,2016,Milkweed (FIRST sighted),1,1,1,2017,4.01,2.91
7,2016,Milkweed Sighted,27,27,26,2017,4.01,2.91
7,2016,Monarch (OTHER Observations),107,200,84,2017,4.01,2.91
7,2016,Monarch Adult (FIRST sighted),416,503,399,2017,4.01,2.91
7,2016,Monarch Adult Sighted,931,1642,723,2017,4.01,2.91
7,2016,Monarch Egg (FIRST sighted),108,775,106,2017,4.01,2.91
7,2016,Monarch Egg Sighted,269,2074,183,2017,4.01,2.91
7,2016,Monarch Larva (FIRST sighted),99,213,97,2017,4.01,2.91
7,2016,Monarch Larva Sighted,211,727,176,2017,4.01,2.91
7,2016,"Monarch, Captive-Reared",150,722,110,2017,4.01,2.91
7,2017,Milkweed (FIRST sighted),2,2,2,2018,2.91,2.48
7,2017,Milkweed Sighted,34,34,32,2018,2.91,2.48
7,2017,Monarch (OTHER Observations),124,494,84,2018,2.91,2.48
7,2017,Monarch Adult (FIRST sighted),264,346,242,2018,2.91,2.48
7,2017,Monarch Adult Sighted,1286,2619,810,2018,2.91,2.48
7,2017,Monarch Egg (FIRST sighted),94,596,85,2018,2.91,2.48
7,2017,Monarch Egg Sighted,396,3956,210,2018,2.91,2.48
7,2017,Monarch Larva (FIRST sighted),91,260,89,2018,2.91,2.48
7,2017,Monarch Larva Sighted,298,1168,178,2018,2.91,2.48
7,2017,"Monarch, Captive-Reared",298,1718,135,2018,2.91,2.48
7,2018,Milkweed (FIRST sighted),2,2,2,2019,2.48,6.05
7,2018,Milkweed Sighted,19,19,19,2019,2.48,6.05
7,2018,Monarch (OTHER Observations),41,308,34,2019,2.48,6.05
7,2018,Monarch Adult (FIRST sighted),254,338,250,2019,2.48,6.05
7,2018,Monarch Adult Sighted,1375,4220,893,2019,2.48,6.05
7,2018,Monarch Egg (FIRST sighted),81,603,79,2019,2.48,6.05
7,2018,Monarch Egg Sighted,341,3251,213,2019,2.48,6.05
7,2018,Monarch Larva (FIRST sighted),124,648,119,2019,2.48,6.05
7,2018,Monarch Larva Sighted,407,2073,243,2019,2.48,6.05
7,2018,"Monarch, Captive-Reared",369,2772,127,2019,2.48,6.05
7,2019,Milkweed (FIRST sighted),2,2,2,2020,6.05,2.83
7,2019,Milkweed Sighted,31,31,30,2020,6.05,2.83
7,2019,Monarch (OTHER Observations),56,224,42,2020,6.05,2.83
7,2019,Monarch Adult (FIRST sighted),253,318,249,2020,6.05,2.83
7,2019,Monarch Adult Sighted,1255,3204,819,2020,6.05,2.83
7,2019,Monarch Egg (FIRST sighted),56,413,56,2020,6.05,2.83
7,2019,Monarch Egg Sighted,213,5129,133,2020,6.05,2.83
7,2019,Monarch Fall Roost,2,15,1,2020,6.05,2.83
7,2019,Monarch Larva (FIRST sighted),96,304,92,2020,6.05,2.83
7,2019,Monarch Larva Sighted,306,2600,219,2020,6.05,2.83
7,2019,"Monarch, Captive-Reared",329,1836,125,2020,6.05,2.83
7,2020,Milkweed (FIRST sighted),2,2,2,2021,2.83,2.1
7,2020,Milkweed Sighted,47,47,46,2021,2.83,2.1
7,2020,Monarch (OTHER Observations),45,266,38,2021,2.83,2.1
7,2020,Monarch Adult (FIRST sighted),524,641,510,2021,2.83,2.1
7,2020,Monarch Adult Sighted,1294,3380,810,2021,2.83,2.1
7,2020,Monarch Egg (FIRST sighted),155,738,151,2021,2.83,2.1
7,2020,Monarch Egg Sighted,241,2177,152,2021,2.83,2.1
7,2020,Monarch Larva (FIRST sighted),153,496,150,2021,2.83,2.1
7,2020,Monarch Larva Sighted,300,1330,198,2021,2.83,2.1
7,2020,"Monarch, Captive-Reared",255,3395,98,2021,2.83,2.1
8,1997,Monarch Adult Sighted,27,27,19,1998,18.19,5.77
8,1998,Monarch Adult Sighted,24,24,22,1999,5.77,5.56
8,1999,Monarch (OTHER Observations),46,46,32,2000,5.56,9.05
8,1999,Monarch Adult (FIRST sighted),25,25,16,2000,5.56,9.05
8,2000,Monarch (OTHER Observations),56,56,38,2001,9.05,2.83
8,2000,Monarch Adult (FIRST sighted),27,27,21,2001,9.05,2.83
8,2000,Monarch Adult Sighted,1,1,1,2001,9.05,2.83
8,2000,Monarch PEAK Migration,12,12,12,2001,9.05,2.83
8,2001,Monarch (OTHER Observations),44,44,38,2002,2.83,9.36
8,2001,Monarch Adult (FIRST sighted),278,278,179,2002,2.83,9.36
8,2001,Monarch PEAK Migration,23,23,23,2002,2.83,9.36
8,2002,Monarch (OTHER Observations),72,72,55,2003,9.36,7.54
8,2002,Monarch Adult (FIRST sighted),102,102,74,2003,9.36,7.54
8,2002,Monarch Fall Roost,3,3,3,2003,9.36,7.54
8,2002,Monarch PEAK Migration,4,4,4,2003,9.36,7.54
8,2003,Monarch (OTHER Observations),112,112,82,2004,7.54,11.12
8,2003,Monarch Adult (FIRST sighted),45,45,43,2004,7.54,11.12
8,2003,Monarch Fall Roost,15,2014,12,2004,7.54,11.12
8,2003,Monarch PEAK Migration,6,6,6,2004,7.54,11.12
8,2004,Monarch (OTHER Observations),41,41,38,2005,11.12,2.19
8,2004,Monarch Adult (FIRST sighted),53,53,48,2005,11.12,2.19
8,2004,Monarch Adult Sighted,1,1,1,2005,11.12,2.19
8,2004,Monarch Fall Roost,11,316,9,2005,11.12,2.19
8,2004,Monarch Larva (FIRST sighted),1,1,1,2005,11.12,2.19
8,2004,Monarch PEAK Migration,1,1,1,2005,11.12,2.19
8,2005,Monarch (OTHER Observations),72,72,58,2006,2.19,5.91
8,2005,Monarch Adult (FIRST sighted),129,129,101,2006,2.19,5.91
8,2005,Monarch Fall Roost,36,389,25,2006,2.19,5.91
8,2005,Monarch Larva Sighted,1,5,1,2006,2.19,5.91
8,2005,Monarch PEAK Migration,23,23,18,2006,2.19,5.91
8,2006,Monarch (OTHER Observations),101,101,79,2007,5.91,6.87
8,2006,Monarch Adult (FIRST sighted),124,124,111,2007,5.91,6.87
8,2006,Monarch Fall Roost,33,33,27,2007,5.91,6.87
8,2006,Monarch PEAK Migration,26,26,21,2007,5.91,6.87
8,2007,Monarch (OTHER Observations),77,77,65,2008,6.87,4.61
8,2007,Monarch Adult (FIRST sighted),156,156,133,2008,6.87,4.61
8,2007,Monarch Adult Sighted,1,2,1,2008,6.87,4.61
8,2007,Monarch Egg (FIRST sighted),1,1,1,2008,6.87,4.61
8,2007,Monarch Egg Sighted,1,17,1,2008,6.87,4.61
8,2007,Monarch Fall Roost,68,565,60,2008,6.87,4.61
8,2007,Monarch Larva (FIRST sighted),2,2,2,2008,6.87,4.61
8,2007,Monarch PEAK Migration,39,39,37,2008,6.87,4.61
8,2008,Monarch (OTHER Observations),116,116,98,2009,4.61,3.06
8,2008,Monarch Adult (FIRST sighted),159,159,136,2009,4.61,3.06
8,2008,Monarch Adult Sighted,1,4,1,2009,4.61,3.06
8,2008,Monarch Egg (FIRST sighted),1,1,1,2009,4.61,3.06
8,2008,Monarch Fall Roost,13,4043,13,2009,4.61,3.06
8,2008,Monarch Larva (FIRST sighted),2,2,2,2009,4.61,3.06
8,2009,Monarch (OTHER Observations),167,167,122,2010,3.06,1.92
8,2009,Monarch Adult (FIRST sighted),256,256,206,2010,3.06,1.92
8,2009,Monarch Adult Sighted,19,19,18,2010,3.06,1.92
8,2009,Monarch Egg (FIRST sighted),1,1,1,2010,3.06,1.92
8,2009,Monarch Fall Roost,62,109484,51,2010,3.06,1.92
8,2009,Monarch PEAK Migration,12,12,12,2010,3.06,1.92
8,2009,"Monarch, Captive-Reared",1,1,1,2010,3.06,1.92
8,2010,Monarch (OTHER Observations),99,99,80,2011,1.92,4.02
8,2010,Monarch Adult (FIRST sighted),13,13,13,2011,1.92,4.02
8,2010,Monarch Adult Sighted,731,912,532,2011,1.92,4.02
8,2010,Monarch Fall Roost,63,46335,53,2011,1.92,4.02
8,2010,Monarch Larva (FIRST sighted),2,2,2,2011,1.92,4.02
8,2010,Monarch PEAK Migration,23,23,20,2011,1.92,4.02
8,2011,Monarch (OTHER Observations),71,119,60,2012,4.02,2.89
8,2011,Monarch Adult (FIRST sighted),14,14,13,2012,4.02,2.89
8,2011,Monarch Adult Sighted,607,2693,462,2012,4.02,2.89
8,2011,Monarch Fall Roost,19,6009,17,2012,4.02,2.89
8,2011,Monarch Larva (FIRST sighted),7,7,5,2012,4.02,2.89
8,2011,Monarch PEAK Migration,8,236,6,2012,4.02,2.89
8,2012,Monarch (OTHER Observations),59,174,54,2013,2.89,1.19
8,2012,Monarch Adult Sighted,821,3822,618,2013,2.89,1.19
8,2012,Monarch Egg Sighted,101,303,79,2013,2.89,1.19
8,2012,Monarch Fall Roost,18,2076,11,2013,2.89,1.19
8,2012,Monarch Larva (FIRST sighted),1,1,1,2013,2.89,1.19
8,2012,Monarch Larva Sighted,125,354,99,2013,2.89,1.19
8,2012,Monarch PEAK Migration,11,5012,11,2013,2.89,1.19
8,2013,Monarch (OTHER Observations),86,250,61,2014,1.19,0.67
8,2013,Monarch Adult (FIRST sighted),26,26,26,2014,1.19,0.67
8,2013,Monarch Adult Sighted,1045,3098,723,2014,1.19,0.67
8,2013,Monarch Egg (FIRST sighted),3,3,3,2014,1.19,0.67
8,2013,Monarch Egg Sighted,145,464,117,2014,1.19,0.67
8,2013,Monarch Fall Roost,1,200,1,2014,1.19,0.67
8,2013,Monarch Larva (FIRST sighted),1,1,1,2014,1.19,0.67
8,2013,Monarch Larva Sighted,183,327,141,2014,1.19,0.67
8,2013,Monarch PEAK Migration,3,140,3,2014,1.19,0.67
8,2014,Monarch (OTHER Observations),220,538,119,2015,0.67,1.13
8,2014,Monarch Adult (FIRST sighted),12,12,12,2015,0.67,1.13
8,2014,Monarch Adult Sighted,1292,3204,771,2015,0.67,1.13
8,2014,Monarch Egg Sighted,214,962,157,2015,0.67,1.13
8,2014,Monarch Fall Roost,13,504,12,2015,0.67,1.13
8,2014,Monarch Larva Sighted,408,1194,286,2015,0.67,1.13
8,2014,Monarch PEAK Migration,13,540,13,2015,0.67,1.13
8,2015,Monarch (OTHER Observations),110,434,77,2016,1.13,4.01
8,2015,Monarch Adult (FIRST sighted),2,3,2,2016,1.13,4.01
8,2015,Monarch Adult Sighted,2179,6090,1232,2016,1.13,4.01
8,2015,Monarch Egg Sighted,380,5100,234,2016,1.13,4.01
8,2015,Monarch Fall Roost,32,6156,23,2016,1.13,4.01
8,2015,Monarch Larva Sighted,665,4437,442,2016,1.13,4.01
8,2015,Monarch PEAK Migration,11,1766,10,2016,1.13,4.01
8,2015,"Monarch, Captive-Reared",429,3659,174,2016,1.13,4.01
8,2016,Milkweed Sighted,1,1,1,2017,4.01,2.91
8,2016,Monarch (OTHER Observations),141,211,100,2017,4.01,2.91
8,2016,Monarch Adult (FIRST sighted),5,5,5,2017,4.01,2.91
8,2016,Monarch Adult Sighted,2842,6317,1982,2017,4.01,2.91
8,2016,Monarch Egg Sighted,481,6284,345,2017,4.01,2.91
8,2016,Monarch Fall Roost,16,699,12,2017,4.01,2.91
8,2016,Monarch Larva (FIRST sighted),1,1,1,2017,4.01,2.91
8,2016,Monarch Larva Sighted,723,3444,518,2017,4.01,2.91
8,2016,Monarch PEAK Migration,4,177,4,2017,4.01,2.91
8,2016,"Monarch, Captive-Reared",478,3010,229,2017,4.01,2.91
8,2017,Monarch (OTHER Observations),117,500,100,2018,2.91,2.48
8,2017,Monarch Adult Sighted,2844,8316,1973,2018,2.91,2.48
8,2017,Monarch Egg Sighted,560,6919,361,2018,2.91,2.48
8,2017,Monarch Fall Roost,39,11152,36,2018,2.91,2.48
8,2017,Monarch Larva (FIRST sighted),1,1,1,2018,2.91,2.48
8,2017,Monarch Larva Sighted,1010,6783,664,2018,2.91,2.48
8,2017,Monarch PEAK Migration,16,2234,15,2018,2.91,2.48
8,2017,"Monarch, Captive-Reared",611,3786,255,2018,2.91,2.48
8,2018,Monarch (OTHER Observations),79,510,62,2019,2.48,6.05
8,2018,Monarch Adult (FIRST sighted),1,3,1,2019,2.48,6.05
8,2018,Monarch Adult Sighted,3142,12246,2171,2019,2.48,6.05
8,2018,Monarch Egg Sighted,570,8382,402,2019,2.48,6.05
8,2018,Monarch Fall Roost,149,43974,124,2019,2.48,6.05
8,2018,Monarch Larva (FIRST sighted),1,2,1,2019,2.48,6.05
8,2018,Monarch Larva Sighted,1101,9652,776,2019,2.48,6.05
8,2018,Monarch PEAK Migration,46,8207,45,2019,2.48,6.05
8,2018,"Monarch, Captive-Reared",994,10106,375,2019,2.48,6.05
8,2019,Monarch (OTHER Observations),144,1844,114,2020,6.05,2.83
8,2019,Monarch Adult Sighted,2801,12746,1849,2020,6.05,2.83
8,2019,Monarch Egg (FIRST sighted),1,26,1,2020,6.05,2.83
8,2019,Monarch Egg Sighted,417,5655,295,2020,6.05,2.83
8,2019,Monarch Fall Roost,124,20602,91,2020,6.05,2.83
8,2019,Monarch Larva Sighted,949,9863,708,2020,6.05,2.83
8,2019,Monarch PEAK Migration,21,2511,21,2020,6.05,2.83
8,2019,"Monarch, Captive-Reared",672,5223,272,2020,6.05,2.83
8,2020,Monarch (OTHER Observations),139,853,117,2021,2.83,2.1
8,2020,Monarch Adult (FIRST sighted),2,2,2,2021,2.83,2.1
8,2020,Monarch Adult Sighted,3381,9088,2192,2021,2.83,2.1
8,2020,Monarch Egg (FIRST sighted),1,7,1,2021,2.83,2.1
8,2020,Monarch Egg Sighted,535,6430,347,2021,2.83,2.1
8,2020,Monarch Fall Roost,71,9882,52,2021,2.83,2.1
8,2020,Monarch Larva (FIRST sighted),1,3,1,2021,2.83,2.1
8,2020,Monarch Larva Sighted,834,4745,612,2021,2.83,2.1
8,2020,Monarch PEAK Migration,20,8443,20,2021,2.83,2.1
8,2020,"Monarch, Captive-Reared",670,4966,286,2021,2.83,2.1
9,1996,Monarch Adult Sighted,2,2,1,1997,12.61,18.19
9,1997,Monarch Adult Sighted,135,135,89,1998,18.19,5.77
9,1998,Monarch Adult Sighted,258,258,175,1999,5.77,5.56
9,1999,Monarch (OTHER Observations),82,122,58,2000,5.56,9.05
9,1999,Monarch Adult (FIRST sighted),371,371,275,2000,5.56,9.05
9,1999,Monarch Adult Sighted,6,6,6,2000,5.56,9.05
9,2000,Monarch (OTHER Observations),106,106,93,2001,9.05,2.83
9,2000,Monarch Adult (FIRST sighted),229,229,155,2001,9.05,2.83
9,2000,Monarch Adult Sighted,7,7,6,2001,9.05,2.83
9,2000,Monarch PEAK Migration,73,73,63,2001,9.05,2.83
9,2001,Monarch (OTHER Observations),71,71,49,2002,2.83,9.36
9,2001,Monarch Adult (FIRST sighted),382,382,252,2002,2.83,9.36
9,2001,Monarch PEAK Migration,150,406,127,2002,2.83,9.36
9,2002,Monarch (OTHER Observations),94,94,86,2003,9.36,7.54
9,2002,Monarch Adult (FIRST sighted),459,488,278,2003,9.36,7.54
9,2002,Monarch Egg (FIRST sighted),1,1,1,2003,9.36,7.54
9,2002,Monarch Fall Roost,14,53,14,2003,9.36,7.54
9,2002,Monarch PEAK Migration,21,21,18,2003,9.36,7.54
9,2003,Monarch (OTHER Observations),115,214,83,2004,7.54,11.12
9,2003,Monarch Adult (FIRST sighted),484,506,296,2004,7.54,11.12
9,2003,Monarch Fall Roost,60,7657,48,2004,7.54,11.12
9,2003,Monarch PEAK Migration,45,45,35,2004,7.54,11.12
9,2004,Monarch (OTHER Observations),93,93,74,2005,11.12,2.19
9,2004,Monarch Adult (FIRST sighted),284,284,205,2005,11.12,2.19
9,2004,Monarch Fall Roost,29,132,26,2005,11.12,2.19
9,2004,Monarch PEAK Migration,14,14,14,2005,11.12,2.19
9,2005,Monarch (OTHER Observations),109,109,91,2006,2.19,5.91
9,2005,Monarch Adult (FIRST sighted),468,468,315,2006,2.19,5.91
9,2005,Monarch Fall Roost,90,7860,74,2006,2.19,5.91
9,2005,Monarch PEAK Migration,125,145,106,2006,2.19,5.91
9,2006,Monarch (OTHER Observations),212,212,166,2007,5.91,6.87
9,2006,Monarch Adult (FIRST sighted),585,644,396,2007,5.91,6.87
